timestamp,edge_id,cpu_pct,gpu_pct,memory_pct,requests_per_min,latency_ms
2026-01-01 07:50:00,E4,99.82,46.73,24.07,6985,12.76
2026-01-01 07:55:00,E4,14.87,33.82,69.71,1123,4.22
2026-01-01 08:00:00,E1,29.88,92.37,11.23,7876,5.23
2026-01-01 08:05:00,E4,40.0,52.77,87.17,1630,9.28
2026-01-01 08:10:00,E3,79.8,73.85,39.92,7646,8.9
2026-01-01 08:15:00,E4,77.16,43.05,79.64,6116,10.86
2026-01-01 08:20:00,E2,77.66,83.79,75.7,671,8.65
2026-01-01 08:25:00,E1,57.3,73.31,54.1,320,9.44
2026-01-01 08:30:00,E1,45.87,92.05,10.76,2892,8.39
2026-01-01 08:35:00,E1,22.6,14.55,59.46,1130,5.9
2026-01-01 08:40:00,E4,37.41,59.16,63.63,6719,8.28
2026-01-01 08:45:00,E4,47.72,98.5,38.04,4814,7.41
2026-01-01 08:50:00,E1,91.9,43.75,68.32,1426,10.94
2026-01-01 08:55:00,E3,74.4,5.96,17.48,5778,9.04
2026-01-01 09:00:00,E4,51.71,72.08,60.3,7015,8.01
2026-01-01 09:05:00,E4,58.87,71.28,66.75,2609,8.77
2026-01-01 09:10:00,E4,39.62,44.75,79.66,3978,8.82
2026-01-01 09:15:00,E2,90.2,54.12,35.72,2695,11.43
2026-01-01 09:20:00,E3,61.44,8.82,39.27,5825,9.24
2026-01-01 09:25:00,E3,61.7,39.0,45.23,6690,10.69
2026-01-01 09:30:00,E4,83.88,82.47,83.42,2611,9.84
2026-01-01 09:35:00,E4,97.59,33.61,81.25,4948,10.14
2026-01-01 09:40:00,E1,66.81,49.41,91.27,4128,8.86
2026-01-01 09:45:00,E3,68.52,52.73,43.44,7942,11.12
2026-01-01 09:50:00,E1,59.14,11.28,43.19,2516,10.3
2026-01-01 09:55:00,E4,61.58,29.92,62.24,4159,9.7
2026-01-01 10:00:00,E1,40.55,30.98,41.23,4358,8.65
2026-01-01 10:05:00,E3,11.9,41.43,93.23,3254,5.38
2026-01-01 10:10:00,E1,40.95,61.97,93.44,7935,7.42
2026-01-01 10:15:00,E2,59.25,30.45,53.29,289,7.91
2026-01-01 10:20:00,E2,66.5,93.01,19.83,6329,7.59
2026-01-01 10:25:00,E1,79.54,26.93,83.07,2539,10.08
2026-01-01 10:30:00,E1,70.69,22.33,27.93,5399,8.44
2026-01-01 10:35:00,E4,67.51,52.46,41.25,2295,8.77
2026-01-01 10:40:00,E1,11.83,29.84,21.33,4407,4.53
2026-01-01 10:45:00,E1,98.1,46.02,10.98,5786,12.62
2026-01-01 10:50:00,E3,63.92,20.34,92.24,4335,10.97
2026-01-01 10:55:00,E3,39.17,50.29,32.24,522,8.99
2026-01-01 11:00:00,E1,35.86,76.21,92.85,1143,8.88
2026-01-01 11:05:00,E3,83.86,7.24,86.89,2908,10.73
2026-01-01 11:10:00,E2,99.34,7.11,38.02,7323,11.62
2026-01-01 11:15:00,E1,26.56,20.56,34.13,7667,7.87
2026-01-01 11:20:00,E1,24.07,80.81,66.54,4644,8.2
2026-01-01 11:25:00,E4,56.47,35.17,23.49,986,9.15
2026-01-01 11:30:00,E3,68.09,69.37,58.63,4293,8.12
2026-01-01 11:35:00,E3,55.87,5.14,62.87,3344,9.92
2026-01-01 11:40:00,E4,11.82,49.98,53.19,6770,4.27
2026-01-01 11:45:00,E4,15.33,31.33,14.68,2028,4.6
2026-01-01 11:50:00,E1,78.2,16.98,15.73,3309,8.53
2026-01-01 11:55:00,E1,35.71,53.84,20.04,4676,6.98
2026-01-01 12:00:00,E4,17.05,85.59,43.96,6494,4.7
2026-01-01 12:05:00,E2,53.52,14.69,87.9,6654,9.46
2026-01-01 12:10:00,E1,70.03,81.2,84.4,5752,7.9
2026-01-01 12:15:00,E1,44.8,46.73,10.79,3747,7.5
2026-01-01 12:20:00,E4,20.38,48.31,24.38,4821,7.97
2026-01-01 12:25:00,E1,26.1,59.08,46.26,7570,7.75
2026-01-01 12:30:00,E2,85.81,70.27,87.27,3130,12.52
2026-01-01 12:35:00,E4,60.35,61.46,74.49,5068,8.64
2026-01-01 12:40:00,E2,63.98,77.23,28.83,4656,10.97
2026-01-01 12:45:00,E2,11.7,9.64,40.92,3803,6.15
2026-01-01 12:50:00,E2,74.7,14.65,79.49,6179,9.58
2026-01-01 12:55:00,E4,89.73,85.42,46.71,6864,12.64
2026-01-01 13:00:00,E3,33.62,89.75,30.16,6113,6.07
2026-01-01 13:05:00,E4,32.62,11.98,47.41,4983,6.27
2026-01-01 13:10:00,E3,45.44,51.62,94.86,244,8.98
2026-01-01 13:15:00,E2,15.77,25.61,43.93,6573,4.19
2026-01-01 13:20:00,E4,59.47,91.08,70.48,5697,7.28
2026-01-01 13:25:00,E2,30.16,86.11,74.83,7979,7.11
2026-01-01 13:30:00,E4,16.04,22.76,49.67,3440,6.44
2026-01-01 13:35:00,E2,31.39,31.08,10.8,1264,8.36
2026-01-01 13:40:00,E2,57.62,20.36,36.42,5171,10.39
2026-01-01 13:45:00,E1,59.61,39.92,78.35,3325,10.23
2026-01-01 13:50:00,E2,71.05,79.14,99.9,528,11.27
2026-01-01 13:55:00,E1,46.16,5.01,61.22,6666,8.68
2026-01-01 14:00:00,E2,90.66,39.81,27.19,7531,9.67
2026-01-01 14:05:00,E1,76.72,13.07,23.47,479,11.58
2026-01-01 14:10:00,E4,53.55,37.05,25.1,1599,8.11
2026-01-01 14:15:00,E2,92.24,91.46,80.88,7251,13.14
2026-01-01 14:20:00,E3,37.39,19.27,47.61,7237,7.58
2026-01-01 14:25:00,E3,17.54,54.53,31.81,2411,4.49
2026-01-01 14:30:00,E1,43.95,49.2,89.21,5220,8.13
2026-01-01 14:35:00,E3,56.08,86.94,90.14,746,9.32
2026-01-01 14:40:00,E2,95.44,45.45,60.62,6145,9.76
2026-01-01 14:45:00,E2,28.48,32.48,92.11,7491,5.46
2026-01-01 14:50:00,E2,15.24,52.08,27.84,6197,6.59
2026-01-01 14:55:00,E1,52.55,55.71,34.33,1137,9.54
2026-01-01 15:00:00,E3,56.12,8.99,18.21,2720,8.54
2026-01-01 15:05:00,E2,60.76,72.97,58.02,2619,9.42
2026-01-01 15:10:00,E4,36.75,33.75,49.65,4061,8.12
2026-01-01 15:15:00,E2,37.82,81.55,76.68,6366,6.78
2026-01-01 15:20:00,E4,16.63,27.96,52.69,818,4.47
2026-01-01 15:25:00,E1,45.22,64.13,64.22,504,6.16
2026-01-01 15:30:00,E1,87.02,19.06,47.44,5055,11.84
2026-01-01 15:35:00,E1,38.59,65.07,31.91,364,9.45
2026-01-01 15:40:00,E1,22.34,38.6,12.6,6949,5.99
2026-01-01 15:45:00,E1,23.01,54.02,54.78,6898,6.54
2026-01-01 15:50:00,E4,65.86,69.13,32.29,565,9.17
2026-01-01 15:55:00,E4,78.39,65.35,84.07,1475,8.63
2026-01-01 16:00:00,E3,37.98,97.01,31.02,7919,7.56
2026-01-01 16:05:00,E2,84.73,24.72,19.69,4823,11.61
2026-01-01 16:10:00,E2,18.13,50.99,38.31,438,6.3
2026-01-01 16:15:00,E1,12.73,9.32,86.12,189,4.35
2026-01-01 16:20:00,E1,62.84,64.29,81.9,7354,8.96
2026-01-01 16:25:00,E1,18.17,50.05,43.46,4453,8.12
2026-01-01 16:30:00,E4,45.78,74.9,15.13,2415,8.25
2026-01-01 16:35:00,E2,90.58,98.3,95.07,2865,10.59
2026-01-01 16:40:00,E2,49.7,9.63,96.16,3953,7.86
2026-01-01 16:45:00,E4,75.53,45.7,72.47,4896,11.37
2026-01-01 16:50:00,E3,39.98,93.52,75.83,5600,6.67
2026-01-01 16:55:00,E3,55.25,14.75,27.83,4285,10.65
2026-01-01 17:00:00,E2,33.72,36.34,40.74,2298,5.53
2026-01-01 17:05:00,E3,67.76,43.43,66.74,1080,8.34
2026-01-01 17:10:00,E1,14.99,14.83,31.15,3064,6.38
2026-01-01 17:15:00,E3,86.23,92.65,97.19,6924,10.73
2026-01-01 17:20:00,E3,24.33,43.7,76.02,1955,6.47
2026-01-01 17:25:00,E1,18.73,88.57,46.69,2767,8.2
2026-01-01 17:30:00,E1,70.53,78.02,39.1,7868,10.04
2026-01-01 17:35:00,E3,67.85,41.67,39.88,586,8.92
2026-01-01 17:40:00,E1,45.34,57.39,91.23,5280,8.9
2026-01-01 17:45:00,E3,41.19,42.6,67.49,2494,8.84
2026-01-01 17:50:00,E3,46.42,77.06,70.97,1370,9.34
2026-01-01 17:55:00,E4,94.12,94.88,25.73,7959,9.93
2026-01-01 18:00:00,E1,60.58,15.11,49.0,5161,7.19
2026-01-01 18:05:00,E1,39.12,6.44,74.09,4188,8.72
2026-01-01 18:10:00,E1,65.87,86.81,82.89,7803,10.35
2026-01-01 18:15:00,E2,14.31,24.11,34.9,6174,7.86
2026-01-01 18:20:00,E3,10.41,90.71,15.94,1483,4.46
2026-01-01 18:25:00,E2,93.02,54.58,87.4,4370,11.11
2026-01-01 18:30:00,E3,82.4,23.12,65.63,3412,9.4
2026-01-01 18:35:00,E4,36.84,15.96,50.85,4612,6.31
2026-01-01 18:40:00,E2,30.55,20.4,58.15,5164,9.04
2026-01-01 18:45:00,E1,22.14,47.94,79.88,7123,5.35
2026-01-01 18:50:00,E3,46.48,34.51,37.74,3053,7.42
2026-01-01 18:55:00,E2,54.64,16.28,80.53,2543,6.71
2026-01-01 19:00:00,E1,37.73,36.77,56.5,5687,7.66
2026-01-01 19:05:00,E2,38.81,79.57,43.92,1893,6.04
2026-01-01 19:10:00,E4,68.71,48.03,97.58,1405,9.44
2026-01-01 19:15:00,E1,46.07,58.57,68.67,4778,9.82
2026-01-01 19:20:00,E2,56.36,54.57,12.07,3325,7.12
2026-01-01 19:25:00,E2,34.39,51.51,62.88,5462,9.23
2026-01-01 19:30:00,E1,36.82,85.43,10.78,2585,7.55
2026-01-01 19:35:00,E1,52.99,50.0,36.42,7430,10.33
2026-01-01 19:40:00,E1,47.0,88.67,22.57,5575,6.19
2026-01-01 19:45:00,E2,16.84,20.53,63.81,2420,4.55
2026-01-01 19:50:00,E1,13.06,94.17,50.52,5051,7.42
2026-01-01 19:55:00,E1,87.04,97.21,62.37,163,9.76
2026-01-01 20:00:00,E3,74.83,91.0,90.57,216,9.47
2026-01-01 20:05:00,E1,68.01,31.19,36.57,2400,9.38
2026-01-01 20:10:00,E1,24.39,61.21,24.91,4725,5.14
2026-01-01 20:15:00,E4,40.54,23.79,12.27,5161,7.43
2026-01-01 20:20:00,E4,46.35,69.29,42.82,7518,8.31
2026-01-01 20:25:00,E2,80.21,20.88,90.62,5449,11.48
2026-01-01 20:30:00,E3,55.11,99.55,23.43,3525,10.48
2026-01-01 20:35:00,E1,76.01,93.45,72.74,6138,10.1
2026-01-01 20:40:00,E3,95.89,66.07,15.98,2865,12.86
2026-01-01 20:45:00,E3,47.93,93.48,20.38,1643,7.46
2026-01-01 20:50:00,E3,77.13,38.49,23.84,855,9.4
2026-01-01 20:55:00,E4,89.05,91.42,40.19,6363,9.24
2026-01-01 21:00:00,E2,82.01,71.39,88.9,6091,11.33
2026-01-01 21:05:00,E1,89.78,20.75,20.66,2568,9.35
2026-01-01 21:10:00,E2,14.0,99.22,50.42,5374,4.66
2026-01-01 21:15:00,E2,62.67,30.09,18.51,1121,7.94
2026-01-01 21:20:00,E1,68.05,19.26,53.33,368,7.88
2026-01-01 21:25:00,E3,72.08,32.7,26.37,6074,11.02
2026-01-01 21:30:00,E1,66.39,11.82,37.6,255,10.99
2026-01-01 21:35:00,E1,16.0,81.52,49.95,1737,6.63
2026-01-01 21:40:00,E2,67.0,82.55,37.59,2679,8.49
2026-01-01 21:45:00,E4,50.23,89.41,48.09,7353,8.02
2026-01-01 21:50:00,E2,42.91,41.96,38.47,6640,9.15
2026-01-01 21:55:00,E4,16.71,6.62,56.66,1987,7.56
2026-01-01 22:00:00,E4,78.38,72.43,84.45,1842,9.41
2026-01-01 22:05:00,E3,69.47,95.02,79.45,3647,9.22
2026-01-01 22:10:00,E2,15.33,86.95,34.18,1216,7.38
2026-01-01 22:15:00,E2,67.42,56.35,26.91,2267,10.6
2026-01-01 22:20:00,E2,41.67,13.89,55.8,4626,9.46
2026-01-01 22:25:00,E3,64.32,37.71,88.46,4669,8.85
2026-01-01 22:30:00,E4,29.82,46.6,74.68,1406,7.85
2026-01-01 22:35:00,E3,63.05,26.89,30.04,2427,7.69
2026-01-01 22:40:00,E1,97.5,92.56,69.15,6054,13.27
2026-01-01 22:45:00,E4,95.85,86.38,82.66,3211,10.54
2026-01-01 22:50:00,E4,52.32,39.64,47.71,581,10.23
2026-01-01 22:55:00,E1,99.18,96.34,65.09,796,13.5
2026-01-01 23:00:00,E2,64.96,46.4,35.21,1944,9.93
2026-01-01 23:05:00,E3,20.23,42.57,48.28,4279,7.17
2026-01-01 23:10:00,E1,29.91,67.5,52.66,6305,5.78
2026-01-01 23:15:00,E2,62.05,75.96,31.01,4851,8.6
2026-01-01 23:20:00,E4,20.53,28.04,51.5,6469,4.42
2026-01-01 23:25:00,E1,33.62,92.53,33.22,3609,6.1
2026-01-01 23:30:00,E1,20.6,89.23,43.58,7232,5.55
2026-01-01 23:35:00,E1,77.19,54.29,47.4,890,8.74
2026-01-01 23:40:00,E3,76.51,44.14,18.64,6389,10.52
2026-01-01 23:45:00,E4,17.04,17.41,24.93,5626,4.95
2026-01-01 23:50:00,E4,56.49,67.97,88.39,4069,8.67
2026-01-01 23:55:00,E3,89.85,37.81,48.84,5573,11.2
2026-01-02 00:00:00,E2,17.31,51.55,90.62,799,4.97
2026-01-02 00:05:00,E1,89.03,50.15,46.99,2322,11.84
2026-01-02 00:10:00,E3,36.0,24.08,87.62,4838,7.86
2026-01-02 00:15:00,E3,86.27,41.88,80.87,3400,9.04
2026-01-02 00:20:00,E2,90.79,52.44,37.56,4203,10.24
2026-01-02 00:25:00,E2,65.35,86.11,13.23,2045,10.74
2026-01-02 00:30:00,E1,74.69,55.19,99.35,7657,11.53
2026-01-02 00:35:00,E1,34.55,99.64,89.63,118,6.46
2026-01-02 00:40:00,E4,40.79,29.84,11.31,3325,6.04
2026-01-02 00:45:00,E4,93.32,22.59,66.25,6895,11.03
2026-01-02 00:50:00,E3,70.08,76.5,15.37,5926,11.01
2026-01-02 00:55:00,E1,28.93,34.59,21.99,4291,5.57
2026-01-02 01:00:00,E1,68.67,93.48,87.55,7045,8.92
2026-01-02 01:05:00,E4,92.55,76.11,50.93,3838,10.65
2026-01-02 01:10:00,E1,37.61,59.8,73.47,968,8.1
2026-01-02 01:15:00,E4,83.69,14.76,55.95,3118,11.94
2026-01-02 01:20:00,E1,39.53,99.1,38.97,3352,7.44
2026-01-02 01:25:00,E4,56.21,89.24,87.91,1909,6.78
2026-01-02 01:30:00,E4,86.87,5.65,37.43,4223,12.24
2026-01-02 01:35:00,E1,57.23,41.23,67.76,5665,7.28
2026-01-02 01:40:00,E4,59.44,69.55,67.64,4112,10.1
2026-01-02 01:45:00,E1,89.33,91.22,32.18,1896,11.6
2026-01-02 01:50:00,E2,91.33,70.86,78.17,4343,9.37
2026-01-02 01:55:00,E3,93.15,33.4,85.28,650,12.03
2026-01-02 02:00:00,E4,90.26,42.93,14.48,7907,11.2
2026-01-02 02:05:00,E4,54.34,19.35,84.04,3452,7.4
2026-01-02 02:10:00,E3,59.55,31.51,15.42,3402,8.62
2026-01-02 02:15:00,E2,64.85,92.1,60.85,2787,9.08
2026-01-02 02:20:00,E3,14.45,10.86,91.85,1609,5.98
2026-01-02 02:25:00,E4,90.7,47.27,38.55,6866,9.18
2026-01-02 02:30:00,E2,68.68,33.08,65.4,2783,8.87
2026-01-02 02:35:00,E1,44.77,72.73,30.56,2414,9.24
2026-01-02 02:40:00,E1,35.64,57.96,69.66,735,8.45
2026-01-02 02:45:00,E2,58.24,92.75,30.77,346,9.33
2026-01-02 02:50:00,E1,80.23,14.48,40.42,6231,10.15
2026-01-02 02:55:00,E3,50.22,55.83,75.42,4685,9.58
2026-01-02 03:00:00,E3,81.65,79.05,29.41,4284,10.95
2026-01-02 03:05:00,E3,70.13,9.69,31.56,2077,8.11
2026-01-02 03:10:00,E1,80.35,13.19,64.7,4268,9.41
2026-01-02 03:15:00,E1,75.92,21.7,83.28,4969,11.84
2026-01-02 03:20:00,E2,18.2,62.79,67.23,3085,7.14
2026-01-02 03:25:00,E4,25.59,13.86,96.42,1205,5.38
2026-01-02 03:30:00,E4,10.88,43.54,87.72,4364,3.93
2026-01-02 03:35:00,E4,58.85,32.21,29.78,5435,10.14
2026-01-02 03:40:00,E3,71.41,82.26,48.85,6433,9.93
2026-01-02 03:45:00,E1,91.99,78.21,61.35,1580,9.21
2026-01-02 03:50:00,E2,39.55,68.63,18.13,3463,6.11
2026-01-02 03:55:00,E2,80.68,66.24,80.32,5587,12.16
2026-01-02 04:00:00,E1,45.71,32.7,31.92,7602,7.97
2026-01-02 04:05:00,E2,36.53,23.91,86.46,3968,5.54
2026-01-02 04:10:00,E1,61.51,71.99,64.91,5494,9.23
2026-01-02 04:15:00,E4,85.43,91.11,33.99,3889,9.96
2026-01-02 04:20:00,E3,11.18,34.71,83.54,7246,5.08
2026-01-02 04:25:00,E3,23.97,5.06,81.64,5219,7.89
2026-01-02 04:30:00,E1,77.07,70.73,46.42,4173,9.9
2026-01-02 04:35:00,E2,28.39,20.87,31.39,2963,6.29
2026-01-02 04:40:00,E3,25.03,52.55,33.2,2055,5.18
2026-01-02 04:45:00,E1,81.02,49.37,56.53,520,8.62
2026-01-02 04:50:00,E1,81.12,57.12,92.23,1574,12.04
2026-01-02 04:55:00,E4,69.39,36.09,77.29,1994,9.01
2026-01-02 05:00:00,E3,73.17,83.42,71.79,3142,10.67
2026-01-02 05:05:00,E1,90.61,47.66,33.17,2206,10.17
2026-01-02 05:10:00,E3,13.55,17.2,10.94,6431,7.15
2026-01-02 05:15:00,E3,47.32,40.02,83.77,7522,8.47
2026-01-02 05:20:00,E4,92.96,75.01,62.82,6647,9.24
2026-01-02 05:25:00,E3,64.37,76.55,64.95,1532,9.74
2026-01-02 05:30:00,E1,22.19,38.95,88.65,5383,7.34
2026-01-02 05:35:00,E2,40.67,13.45,57.5,3026,7.87
2026-01-02 05:40:00,E2,29.63,76.67,57.61,495,6.63
2026-01-02 05:45:00,E3,69.23,92.87,45.12,4079,9.06
2026-01-02 05:50:00,E4,64.9,66.92,93.63,5410,8.1
2026-01-02 05:55:00,E4,63.84,83.71,78.77,4370,7.55
2026-01-02 06:00:00,E4,27.85,46.85,34.36,5083,5.55
2026-01-02 06:05:00,E3,94.69,94.29,52.2,1874,11.55
2026-01-02 06:10:00,E3,31.93,73.33,89.82,5614,5.91
2026-01-02 06:15:00,E1,39.08,80.17,39.35,5058,6.66
2026-01-02 06:20:00,E3,74.51,8.88,13.49,3630,9.22
2026-01-02 06:25:00,E1,64.01,36.2,18.69,355,7.83
2026-01-02 06:30:00,E4,97.49,40.62,74.06,7595,9.59
2026-01-02 06:35:00,E3,67.2,81.58,69.81,6764,8.45
2026-01-02 06:40:00,E2,75.68,38.13,58.95,3585,9.38
2026-01-02 06:45:00,E1,75.65,83.9,14.48,5429,9.29
2026-01-02 06:50:00,E4,57.6,77.82,72.81,1434,8.51
2026-01-02 06:55:00,E1,21.69,91.88,40.7,5233,8.19
2026-01-02 07:00:00,E3,61.99,74.79,34.78,4347,9.08
2026-01-02 07:05:00,E1,45.62,48.37,60.74,3463,9.64
2026-01-02 07:10:00,E3,64.67,40.37,98.05,263,9.79
2026-01-02 07:15:00,E2,79.5,71.14,65.52,1344,10.62
2026-01-02 07:20:00,E1,10.58,87.74,33.67,6811,5.14
2026-01-02 07:25:00,E3,46.18,70.63,77.26,5217,8.66
2026-01-02 07:30:00,E4,43.37,86.0,64.71,436,8.35
2026-01-02 07:35:00,E4,94.43,54.79,35.47,5494,13.16
2026-01-02 07:40:00,E4,17.38,31.23,45.53,3900,6.19
2026-01-02 07:45:00,E1,46.18,11.06,76.95,7334,8.38
2026-01-02 07:50:00,E3,29.75,7.17,49.86,1905,6.26
2026-01-02 07:55:00,E3,46.79,10.24,60.89,4670,6.83
2026-01-02 08:00:00,E3,95.72,75.91,13.06,681,11.26
2026-01-02 08:05:00,E1,22.45,53.85,49.4,146,5.68
2026-01-02 08:10:00,E1,36.94,63.13,41.17,4215,8.03
2026-01-02 08:15:00,E3,94.49,92.99,39.96,7627,12.93
2026-01-02 08:20:00,E4,16.18,11.53,37.14,4104,4.41
2026-01-02 08:25:00,E4,81.69,89.24,35.24,4222,11.71
2026-01-02 08:30:00,E4,56.39,40.13,56.3,4903,8.56
2026-01-02 08:35:00,E1,55.95,5.01,40.26,5708,6.92
2026-01-02 08:40:00,E1,40.69,89.14,37.69,6331,9.39
2026-01-02 08:45:00,E4,66.68,41.54,61.16,1182,8.75
2026-01-02 08:50:00,E4,83.86,95.11,30.22,3264,11.94
2026-01-02 08:55:00,E4,46.2,19.66,92.4,388,9.01
2026-01-02 09:00:00,E4,32.85,67.53,25.27,389,7.35
2026-01-02 09:05:00,E4,60.6,70.36,88.81,4667,9.03
