timestamp,edge_id,cpu_pct,gpu_pct,memory_pct,requests_per_min,latency_ms,resource_utilization,processing_efficiency,latency_efficiency,edge_health
2026-01-01 02:25:00,E3,51.64,45.16,97.57,2599,8.67,64.79,50.32920216886135,299.76931949250286,55.529
2026-01-01 02:30:00,E1,74.09,15.36,31.21,1125,9.21,40.22,15.18423538939128,122.14983713355048,36.504
2026-01-01 02:35:00,E4,88.01,44.77,64.55,7081,10.1,65.77666666666666,80.45676627655948,701.0891089108911,56.742
2026-01-01 02:40:00,E1,93.72,14.34,90.78,1020,10.37,66.28,10.88348271446863,98.36065573770493,60.292
2026-01-01 02:45:00,E4,44.65,85.49,90.73,1020,7.55,73.62333333333333,22.84434490481523,135.09933774834437,59.222
2026-01-01 02:50:00,E3,93.15,48.79,24.09,6122,10.7,55.343333333333334,65.72195383789587,572.1495327102804,47.07
2026-01-01 02:55:00,E2,85.31,57.84,44.13,2920,10.37,62.42666666666667,34.22810924862267,281.5814850530376,52.474000000000004
2026-01-01 03:00:00,E4,61.54,61.71,60.17,3397,8.69,61.14000000000001,55.19987000324992,390.90909090909093,50.593
2026-01-01 03:05:00,E3,46.03,50.32,44.14,3041,8.39,46.830000000000005,66.06560938518358,362.45530393325384,38.79299999999999
2026-01-01 03:10:00,E1,24.58,86.19,96.26,5647,8.29,69.01,229.73962571196097,681.1821471652594,55.147999999999996
2026-01-01 03:15:00,E4,33.21,39.66,27.76,3134,6.89,33.54333333333334,94.36916591388136,454.86211901306245,27.601
2026-01-01 03:20:00,E2,25.14,39.17,38.62,4903,6.15,34.31,195.02784407319012,797.2357723577235,28.192
2026-01-01 03:25:00,E4,79.38,91.33,70.45,3471,10.51,80.38666666666666,43.726379440665156,330.2568981921979,65.31700000000001
2026-01-01 03:30:00,E2,53.4,99.76,74.88,1479,10.16,76.01333333333334,27.696629213483146,145.57086614173227,60.468
2026-01-01 03:35:00,E2,65.64,9.94,59.21,1834,9.27,44.93,27.94028031687995,197.84250269687163,41.297
2026-01-01 03:40:00,E3,57.29,79.73,45.46,3246,6.89,60.826666666666675,56.65910281026357,471.11756168359943,48.148999999999994
2026-01-01 03:45:00,E4,32.76,81.39,41.32,7642,7.12,51.82333333333333,233.2722832722833,1073.314606741573,39.926
2026-01-01 03:50:00,E4,10.41,71.98,27.68,3246,5.57,36.69,311.8155619596542,582.7648114901257,26.937
2026-01-01 03:55:00,E1,52.98,5.91,43.82,7696,8.74,34.23666666666667,145.2623631559079,880.5491990846682,31.969999999999995
2026-01-01 04:00:00,E1,11.05,97.3,85.73,3526,6.08,64.69333333333333,319.09502262443436,579.9342105263158,49.71
2026-01-01 04:05:00,E4,87.28,23.98,19.04,5649,12.13,43.43333333333334,64.72273143904674,465.70486397361907,39.118
2026-01-01 04:10:00,E2,50.41,14.72,27.14,7811,9.19,30.756666666666664,154.94941479865108,849.9455930359086,28.046999999999997
2026-01-01 04:15:00,E3,45.54,78.13,83.77,4828,8.98,69.14666666666666,106.01668862538428,537.6391982182628,56.214999999999996
2026-01-01 04:20:00,E4,14.89,62.05,63.88,5855,6.92,46.94,393.216924110141,846.0982658959538,37.425
2026-01-01 04:25:00,E3,94.81,32.0,18.54,2589,13.0,48.449999999999996,27.307246071089548,199.15384615384616,43.005
2026-01-01 04:30:00,E4,67.09,73.3,47.51,1630,11.03,62.633333333333326,24.29572216425697,147.77878513145967,51.246
2026-01-01 04:35:00,E3,85.77,65.02,94.78,1566,11.85,81.85666666666667,18.25813221406086,132.15189873417722,69.539
2026-01-01 04:40:00,E4,22.02,78.79,76.16,1959,6.01,58.99,88.96457765667576,325.9567387687188,46.414
2026-01-01 04:45:00,E1,57.69,15.9,22.46,4141,10.19,32.01666666666667,71.78020454151499,406.37880274779195,29.262999999999998
2026-01-01 04:50:00,E3,67.52,8.84,10.16,6195,8.1,28.84,91.75059241706161,764.8148148148149,26.691999999999997
2026-01-01 04:55:00,E1,56.89,77.85,47.6,5516,7.82,60.78,96.9590437686764,705.3708439897698,48.481
2026-01-01 05:00:00,E1,64.11,11.16,83.63,5292,8.37,52.96666666666666,82.54562470753393,632.2580645161291,48.228
2026-01-01 05:05:00,E2,40.22,47.74,42.73,6224,7.5,43.56333333333333,154.7488811536549,829.8666666666667,35.93299999999999
2026-01-01 05:10:00,E2,13.21,62.67,11.06,676,3.92,28.98,51.17335352006056,172.44897959183675,20.599
2026-01-01 05:15:00,E1,27.38,30.44,60.64,2159,6.96,39.48666666666667,78.85317750182615,310.2011494252874,33.886
2026-01-01 05:20:00,E1,64.59,89.87,93.42,361,11.09,82.62666666666667,5.5891004799504564,32.55184851217313,67.595
2026-01-01 05:25:00,E1,89.31,5.26,60.48,432,11.62,51.68333333333334,4.837084313066845,37.177280550774526,48.312999999999995
2026-01-01 05:30:00,E4,10.23,52.12,49.35,6274,4.73,37.23333333333333,613.2942326490713,1326.4270613107822,29.244
2026-01-01 05:35:00,E4,76.26,58.97,25.71,6896,10.75,53.646666666666675,90.42748492001049,641.4883720930233,44.535
2026-01-01 05:40:00,E4,59.89,58.71,70.58,208,8.86,63.06,3.4730338954750377,23.476297968397294,52.654999999999994
2026-01-01 05:45:00,E3,47.75,7.71,13.17,4153,7.69,22.876666666666665,86.9738219895288,540.0520156046814,21.355999999999998
2026-01-01 05:50:00,E4,47.42,39.31,94.1,1845,8.73,60.276666666666664,38.90763390974272,211.340206185567,52.064
2026-01-01 05:55:00,E3,72.34,79.86,86.06,7969,9.25,79.42,110.16035388443461,861.5135135135135,65.342
2026-01-01 06:00:00,E1,87.99,77.74,33.99,3129,11.09,66.57333333333334,35.56085918854416,282.1460775473399,54.36
2026-01-01 06:05:00,E4,36.56,61.41,19.36,6187,8.5,39.11,169.22866520787744,727.8823529411765,30.758
2026-01-01 06:10:00,E1,73.09,23.55,22.16,7387,11.69,39.6,101.06717745245587,631.9076133447392,35.623
2026-01-01 06:15:00,E1,33.69,54.8,92.99,1712,6.09,60.49333333333333,50.81626595428911,281.11658456486043,50.182
2026-01-01 06:20:00,E2,37.84,46.74,81.64,7228,7.93,55.40666666666667,191.014799154334,911.4754098360656,46.778000000000006
2026-01-01 06:25:00,E3,74.61,12.75,30.26,6908,10.46,39.20666666666667,92.58812491623107,660.4206500956022,36.102999999999994
2026-01-01 06:30:00,E3,97.63,85.59,33.4,6870,13.02,72.20666666666666,70.36771484174946,527.6497695852535,59.03099999999999
2026-01-01 06:35:00,E2,79.56,73.0,82.11,3454,12.17,78.22333333333334,43.413775766716945,283.8126540673788,65.535
2026-01-01 06:40:00,E4,61.18,73.05,98.35,3858,9.77,77.52666666666666,63.05982347172279,394.8822927328557,64.42299999999999
2026-01-01 06:45:00,E2,34.13,27.0,84.63,3741,7.68,48.586666666666666,109.61031350717843,487.109375,42.564
2026-01-01 06:50:00,E2,70.41,6.44,87.1,2444,10.7,54.65,34.710978554182645,228.41121495327104,50.681
2026-01-01 06:55:00,E2,95.68,22.07,47.7,5281,12.07,55.15,55.194397993311036,437.53106876553437,49.842000000000006
2026-01-01 07:00:00,E4,74.21,49.99,25.09,7930,11.47,49.76333333333333,106.85891389300635,691.3687881429817,42.081999999999994
2026-01-01 07:05:00,E3,50.08,86.14,25.76,5266,8.19,53.99333333333333,105.15175718849841,642.979242979243,41.618
2026-01-01 07:10:00,E4,19.17,56.68,17.12,1534,5.89,30.99,80.02086593635889,260.4414261460102,23.401
2026-01-01 07:15:00,E2,51.07,84.84,49.14,3693,9.09,61.68333333333334,72.31251223810456,406.2706270627063,48.849
2026-01-01 07:20:00,E2,98.21,62.7,35.24,4512,10.61,65.38333333333334,45.94236839425721,425.25918944392083,54.697
2026-01-01 07:25:00,E1,73.0,18.45,67.61,6255,10.54,53.02,85.68493150684931,593.4535104364327,47.980999999999995
2026-01-01 07:30:00,E2,79.49,61.34,67.13,7711,9.01,69.32,97.00591269342057,855.826859045505,58.05599999999999
2026-01-01 07:35:00,E2,23.39,8.58,55.01,2850,6.32,28.99333333333333,121.8469431380932,450.9493670886076,26.5
2026-01-01 07:40:00,E2,63.94,28.58,81.94,5434,10.66,58.15333333333333,84.98592430403504,509.7560975609756,51.611999999999995
2026-01-01 07:45:00,E3,38.88,31.07,24.43,3680,9.42,31.459999999999997,94.65020576131687,390.6581740976645,27.091
2026-01-01 07:50:00,E4,99.82,46.73,24.07,6985,12.76,56.87333333333333,69.97595672209978,547.4137931034483,49.065000000000005
2026-01-01 07:55:00,E4,14.87,33.82,69.71,1123,4.22,39.46666666666666,75.52118359112308,266.1137440758294,32.982
2026-01-01 08:00:00,E1,29.88,92.37,11.23,7876,5.23,44.49333333333333,263.5876840696118,1505.927342256214,31.852999999999998
2026-01-01 08:05:00,E4,40.0,52.77,87.17,1630,9.28,59.98,40.75,175.64655172413794,50.561
2026-01-01 08:10:00,E3,79.8,73.85,39.92,7646,8.9,64.52333333333333,95.81453634085213,859.1011235955056,52.465999999999994
2026-01-01 08:15:00,E4,77.16,43.05,79.64,6116,10.86,66.61666666666666,79.26386728875065,563.1675874769797,57.821999999999996
2026-01-01 08:20:00,E2,77.66,83.79,75.7,671,8.65,79.05,8.640226628895185,77.57225433526011,64.496
2026-01-01 08:25:00,E1,57.3,73.31,54.1,320,9.44,61.57,5.5846422338568935,33.898305084745765,49.96999999999999
2026-01-01 08:30:00,E1,45.87,92.05,10.76,2892,8.39,49.559999999999995,63.047743623283196,344.6960667461263,37.077
2026-01-01 08:35:00,E1,22.6,14.55,59.46,1130,5.9,32.20333333333334,50.0,191.52542372881354,28.708000000000002
2026-01-01 08:40:00,E4,37.41,59.16,63.63,6719,8.28,53.4,179.60438385458434,811.4734299516908,43.8
2026-01-01 08:45:00,E4,47.72,98.5,38.04,4814,7.41,61.419999999999995,100.88013411567478,649.6626180836707,46.910000000000004
2026-01-01 08:50:00,E1,91.9,43.75,68.32,1426,10.94,67.99,15.516866158868334,130.3473491773309,59.004000000000005
2026-01-01 08:55:00,E3,74.4,5.96,17.48,5778,9.04,32.61333333333334,77.66129032258064,639.1592920353983,30.564
2026-01-01 09:00:00,E4,51.71,72.08,60.3,7015,8.01,61.36333333333332,135.66041384645135,875.7802746566791,49.621
2026-01-01 09:05:00,E4,58.87,71.28,66.75,2609,8.77,65.63333333333334,44.3179887888568,297.4914481185861,53.69599999999999
2026-01-01 09:10:00,E4,39.62,44.75,79.66,3978,8.82,54.67666666666667,100.40383644623928,451.0204081632653,46.498
2026-01-01 09:15:00,E2,90.2,54.12,35.72,2695,11.43,60.01333333333333,29.878048780487806,235.7830271216098,50.886
2026-01-01 09:20:00,E3,61.44,8.82,39.27,5825,9.24,36.51,94.80794270833334,630.4112554112554,33.824999999999996
2026-01-01 09:25:00,E3,61.7,39.0,45.23,6690,10.69,48.64333333333334,108.42787682333874,625.8185219831619,42.017
2026-01-01 09:30:00,E4,83.88,82.47,83.42,2611,9.84,83.25666666666666,31.127801621363854,265.3455284552846,68.652
2026-01-01 09:35:00,E4,97.59,33.61,81.25,4948,10.14,70.81666666666666,50.70191617993647,487.9684418145956,62.402
2026-01-01 09:40:00,E1,66.81,49.41,91.27,4128,8.86,69.16333333333334,61.78715761113605,465.91422121896164,59.077999999999996
2026-01-01 09:45:00,E3,68.52,52.73,43.44,7942,11.12,54.89666666666667,115.90776415645068,714.2086330935252,46.35799999999999
2026-01-01 09:50:00,E1,59.14,11.28,43.19,2516,10.3,37.87,42.543118025025365,244.27184466019415,35.015
2026-01-01 09:55:00,E4,61.58,29.92,62.24,4159,9.7,51.24666666666667,67.53816174082495,428.7628865979382,45.07
2026-01-01 10:00:00,E1,40.55,30.98,41.23,4358,8.65,37.586666666666666,107.47225647348952,503.8150289017341,32.459999999999994
2026-01-01 10:05:00,E3,11.9,41.43,93.23,3254,5.38,48.85333333333333,273.4453781512605,604.8327137546469,40.901
2026-01-01 10:10:00,E1,40.95,61.97,93.44,7935,7.42,65.45333333333333,193.77289377289375,1069.4070080862534,54.195
2026-01-01 10:15:00,E2,59.25,30.45,53.29,289,7.91,47.663333333333334,4.877637130801688,36.53603034134007,41.434
2026-01-01 10:20:00,E2,66.5,93.01,19.83,6329,7.59,59.779999999999994,95.17293233082707,833.8603425559947,46.019
2026-01-01 10:25:00,E1,79.54,26.93,83.07,2539,10.08,63.18,31.921046014583855,251.88492063492063,56.184999999999995
2026-01-01 10:30:00,E1,70.69,22.33,27.93,5399,8.44,40.31666666666666,76.37572499646343,639.6919431279621,35.74
2026-01-01 10:35:00,E4,67.51,52.46,41.25,2295,8.77,53.74,33.99496370908013,261.68757126567846,44.874
2026-01-01 10:40:00,E1,11.83,29.84,21.33,4407,4.53,21.0,372.5274725274725,972.8476821192053,16.822
2026-01-01 10:45:00,E1,98.1,46.02,10.98,5786,12.62,51.699999999999996,58.98063200815495,458.4786053882726,44.452
2026-01-01 10:50:00,E3,63.92,20.34,92.24,4335,10.97,58.833333333333336,67.81914893617021,395.1686417502279,53.11
2026-01-01 10:55:00,E3,39.17,50.29,32.24,522,8.99,40.56666666666667,13.326525402093438,58.064516129032256,33.278999999999996
2026-01-01 11:00:00,E1,35.86,76.21,92.85,1143,8.88,68.30666666666666,31.873954266592303,128.7162162162162,55.631
2026-01-01 11:05:00,E3,83.86,7.24,86.89,2908,10.73,59.330000000000005,34.676842356308136,271.0158434296365,54.819
2026-01-01 11:10:00,E2,99.34,7.11,38.02,7323,11.62,48.156666666666666,73.71652909200725,630.2065404475044,44.954
2026-01-01 11:15:00,E1,26.56,20.56,34.13,7667,7.87,27.083333333333332,288.6671686746988,974.2058449809402,23.893
2026-01-01 11:20:00,E1,24.07,80.81,66.54,4644,8.2,57.14000000000001,192.93726630660572,566.3414634146342,44.985
2026-01-01 11:25:00,E4,56.47,35.17,23.49,986,9.15,38.376666666666665,17.46059854790154,107.75956284153006,32.852000000000004
2026-01-01 11:30:00,E3,68.09,69.37,58.63,4293,8.12,65.36333333333333,63.04890585989132,528.6945812807883,53.514
2026-01-01 11:35:00,E3,55.87,5.14,62.87,3344,9.92,41.29333333333333,59.85323071415787,337.0967741935484,38.63399999999999
2026-01-01 11:40:00,E4,11.82,49.98,53.19,6770,4.27,38.33,572.7580372250422,1585.4800936768152,30.352999999999998
2026-01-01 11:45:00,E4,15.33,31.33,14.68,2028,4.6,20.446666666666665,132.28962818003913,440.8695652173913,16.189
2026-01-01 11:50:00,E1,78.2,16.98,15.73,3309,8.53,36.970000000000006,42.31457800511509,387.9249706916765,33.281000000000006
2026-01-01 11:55:00,E1,35.71,53.84,20.04,4676,6.98,36.53,130.94371324558946,669.9140401146132,28.889000000000003
2026-01-01 12:00:00,E4,17.05,85.59,43.96,6494,4.7,48.86666666666667,380.8797653958944,1381.7021276595744,36.361000000000004
2026-01-01 12:05:00,E2,53.52,14.69,87.9,6654,9.46,52.03666666666667,124.32735426008968,703.38266384778,47.25600000000001
2026-01-01 12:10:00,E1,70.03,81.2,84.4,5752,7.9,78.54333333333334,82.1362273311438,728.1012658227847,64.149
2026-01-01 12:15:00,E1,44.8,46.73,10.79,3747,7.5,34.10666666666666,83.63839285714286,499.6,27.523
2026-01-01 12:20:00,E4,20.38,48.31,24.38,4821,7.97,31.02333333333333,236.55544651619235,604.8933500627353,24.684
2026-01-01 12:25:00,E1,26.1,59.08,46.26,7570,7.75,43.81333333333333,290.0383141762452,976.7741935483871,35.074
2026-01-01 12:30:00,E2,85.81,70.27,87.27,3130,12.52,81.11666666666666,36.47593520568698,250.0,68.482
2026-01-01 12:35:00,E4,60.35,61.46,74.49,5068,8.64,65.43333333333334,83.976801988401,586.574074074074,54.472
2026-01-01 12:40:00,E2,63.98,77.23,28.83,4656,10.97,56.68000000000001,72.77274148171304,424.43026435733816,45.483000000000004
2026-01-01 12:45:00,E2,11.7,9.64,40.92,3803,6.15,20.753333333333334,325.04273504273505,618.3739837398374,18.944
2026-01-01 12:50:00,E2,74.7,14.65,79.49,6179,9.58,56.28,82.71753681392235,644.9895615866388,51.102999999999994
2026-01-01 12:55:00,E4,89.73,85.42,46.71,6864,12.64,73.95333333333333,76.49615513206285,543.0379746835442,60.544
2026-01-01 13:00:00,E3,33.62,89.75,30.16,6113,6.07,51.17666666666667,181.82629387269483,1007.0840197693575,38.297999999999995
2026-01-01 13:05:00,E4,32.62,11.98,47.41,4983,6.27,30.669999999999998,152.75904353157574,794.7368421052632,27.659000000000002
2026-01-01 13:10:00,E3,45.44,51.62,94.86,244,8.98,63.973333333333336,5.369718309859155,27.171492204899774,54.21
2026-01-01 13:15:00,E2,15.77,25.61,43.93,6573,4.19,28.436666666666667,416.80405833861766,1568.7350835322195,23.87
2026-01-01 13:20:00,E4,59.47,91.08,70.48,5697,7.28,73.67666666666668,95.79619976458719,782.554945054945,58.65700000000001
2026-01-01 13:25:00,E2,30.16,86.11,74.83,7979,7.11,63.699999999999996,264.5557029177719,1122.2222222222222,50.141
2026-01-01 13:30:00,E4,16.04,22.76,49.67,3440,6.44,29.49,214.4638403990025,534.1614906832298,25.553
2026-01-01 13:35:00,E2,31.39,31.08,10.8,1264,8.36,24.423333333333332,40.267601146862056,151.19617224880383,20.544999999999998
2026-01-01 13:40:00,E2,57.62,20.36,36.42,5171,10.39,38.13333333333333,89.74314474140924,497.6900866217517,34.362
2026-01-01 13:45:00,E1,59.61,39.92,78.35,3325,10.23,59.29333333333333,55.77923167253817,325.0244379276637,51.418
2026-01-01 13:50:00,E2,71.05,79.14,99.9,528,11.27,83.36333333333333,7.431386347642506,46.850044365572316,69.367
2026-01-01 13:55:00,E1,46.16,5.01,61.22,6666,8.68,37.46333333333333,144.4107452339688,767.9723502304148,34.952
2026-01-01 14:00:00,E2,90.66,39.81,27.19,7531,9.67,52.553333333333335,83.06860798588131,778.8004136504653,45.25099999999999
2026-01-01 14:05:00,E1,76.72,13.07,23.47,479,11.58,37.75333333333333,6.243482794577686,41.36442141623489,34.987
2026-01-01 14:10:00,E4,53.55,37.05,25.1,1599,8.11,38.56666666666666,29.859943977591037,197.16399506781752,32.626999999999995
2026-01-01 14:15:00,E2,92.24,91.46,80.88,7251,13.14,88.19333333333333,78.61014744145707,551.8264840182649,72.856
2026-01-01 14:20:00,E3,37.39,19.27,47.61,7237,7.58,34.75666666666667,193.5544263171971,954.7493403693932,30.869999999999997
2026-01-01 14:25:00,E3,17.54,54.53,31.81,2411,4.49,34.626666666666665,137.45724059293045,536.9710467706013,26.608999999999998
2026-01-01 14:30:00,E1,43.95,49.2,89.21,5220,8.13,60.78666666666667,118.77133105802046,642.0664206642066,51.413999999999994
2026-01-01 14:35:00,E3,56.08,86.94,90.14,746,9.32,77.71999999999998,13.302425106990015,80.04291845493562,63.118
2026-01-01 14:40:00,E2,95.44,45.45,60.62,6145,9.76,67.17,64.38600167644594,629.610655737705,57.86
2026-01-01 14:45:00,E2,28.48,32.48,92.11,7491,5.46,51.02333333333333,263.02668539325845,1371.978021978022,43.765
2026-01-01 14:50:00,E2,15.24,52.08,27.84,6197,6.59,31.72,406.6272965879265,940.3641881638847,24.658
2026-01-01 14:55:00,E1,52.55,55.71,34.33,1137,9.54,47.529999999999994,21.636536631779258,119.18238993710693,39.114000000000004
2026-01-01 15:00:00,E3,56.12,8.99,18.21,2720,8.54,27.77333333333333,48.467569493941554,318.5011709601874,25.805
2026-01-01 15:05:00,E2,60.76,72.97,58.02,2619,9.42,63.916666666666664,43.104015799868336,278.02547770700636,52.112
2026-01-01 15:10:00,E4,36.75,33.75,49.65,4061,8.12,40.050000000000004,110.50340136054422,500.12315270935966,34.294000000000004
2026-01-01 15:15:00,E2,37.82,81.55,76.68,6366,6.78,65.35000000000001,168.32363828662082,938.9380530973451,52.016
2026-01-01 15:20:00,E4,16.63,27.96,52.69,818,4.47,32.42666666666667,49.18821407095611,182.9977628635347,27.281999999999996
2026-01-01 15:25:00,E1,45.22,64.13,64.22,504,6.16,57.85666666666666,11.145510835913313,81.81818181818181,46.89
2026-01-01 15:30:00,E1,87.02,19.06,47.44,5055,11.84,51.173333333333325,58.09009423121122,426.94256756756755,46.518
2026-01-01 15:35:00,E1,38.59,65.07,31.91,364,9.45,45.19,9.43249546514641,38.51851851851852,36.054
2026-01-01 15:40:00,E1,22.34,38.6,12.6,6949,5.99,24.513333333333332,311.05640107430617,1160.100166944908,19.400000000000002
2026-01-01 15:45:00,E1,23.01,54.02,54.78,6898,6.54,43.93666666666667,299.7827031725337,1054.7400611620794,35.449000000000005
2026-01-01 15:50:00,E4,65.86,69.13,32.29,565,9.17,55.76,8.578803522623748,61.61395856052344,45.105000000000004
2026-01-01 15:55:00,E4,78.39,65.35,84.07,1475,8.63,75.93666666666667,18.816175532593444,170.91541135573578,63.534
2026-01-01 16:00:00,E3,37.98,97.01,31.02,7919,7.56,55.33666666666667,208.50447604002107,1047.4867724867725,41.614
2026-01-01 16:05:00,E2,84.73,24.72,19.69,4823,11.61,43.046666666666674,56.92198748967308,415.4177433247201,38.592
2026-01-01 16:10:00,E2,18.13,50.99,38.31,438,6.3,35.81,24.158852730281303,69.52380952380953,28.390000000000004
2026-01-01 16:15:00,E1,12.73,9.32,86.12,189,4.35,36.056666666666665,14.846818538884524,43.44827586206897,32.389
2026-01-01 16:20:00,E1,62.84,64.29,81.9,7354,8.96,69.67666666666668,117.02737110120941,820.7589285714284,58.072
2026-01-01 16:25:00,E1,18.17,50.05,43.46,4453,8.12,37.22666666666667,245.07429829389102,548.3990147783252,30.123
2026-01-01 16:30:00,E4,45.78,74.9,15.13,2415,8.25,45.27,52.75229357798165,292.72727272727275,34.903
2026-01-01 16:35:00,E2,90.58,98.3,95.07,2865,10.59,94.64999999999999,31.629498785603886,270.53824362606235,77.473
2026-01-01 16:40:00,E2,49.7,9.63,96.16,3953,7.86,51.830000000000005,79.53722334004024,502.92620865139946,47.256
2026-01-01 16:45:00,E4,75.53,45.7,72.47,4896,11.37,64.56666666666666,64.82192506288892,430.60686015831135,55.814
2026-01-01 16:50:00,E3,39.98,93.52,75.83,5600,6.67,69.77666666666666,140.07003501750876,839.5802098950525,54.781000000000006
2026-01-01 16:55:00,E3,55.25,14.75,27.83,4285,10.65,32.61,77.55656108597285,402.34741784037556,30.003999999999994
2026-01-01 17:00:00,E2,33.72,36.34,40.74,2298,5.53,36.93333333333334,68.14946619217082,415.5515370705244,30.712000000000003
2026-01-01 17:05:00,E3,67.76,43.43,66.74,1080,8.34,59.31,15.938606847697756,129.49640287769785,50.704
2026-01-01 17:10:00,E1,14.99,14.83,31.15,3064,6.38,20.323333333333334,204.40293529019345,480.2507836990596,18.084
2026-01-01 17:15:00,E3,86.23,92.65,97.19,6924,10.73,92.02333333333333,80.29688043604314,645.2935694315005,75.702
2026-01-01 17:20:00,E3,24.33,43.7,76.02,1955,6.47,48.01666666666667,80.35347307850391,302.16383307573415,40.138999999999996
2026-01-01 17:25:00,E1,18.73,88.57,46.69,2767,8.2,51.330000000000005,147.73091297383877,337.43902439024396,38.98
2026-01-01 17:30:00,E1,70.53,78.02,39.1,7868,10.04,62.550000000000004,111.55536651070466,783.6653386454184,50.501
2026-01-01 17:35:00,E3,67.85,41.67,39.88,586,8.92,49.800000000000004,8.636698599852616,65.69506726457399,42.437
2026-01-01 17:40:00,E1,45.34,57.39,91.23,5280,8.9,64.65333333333334,116.45346272606969,593.2584269662921,54.229
2026-01-01 17:45:00,E3,41.19,42.6,67.49,2494,8.84,50.426666666666655,60.548676863316345,282.12669683257917,42.891999999999996
2026-01-01 17:50:00,E3,46.42,77.06,70.97,1370,9.34,64.81666666666666,29.51314088754847,146.6809421841542,52.49700000000001
2026-01-01 17:55:00,E4,94.12,94.88,25.73,7959,9.93,71.57666666666667,84.5622609434764,801.5105740181269,56.917
2026-01-01 18:00:00,E1,60.58,15.11,49.0,5161,7.19,41.56333333333333,85.19313304721031,717.8025034770515,37.334
2026-01-01 18:05:00,E1,39.12,6.44,74.09,4188,8.72,39.88333333333333,107.05521472392638,480.27522935779814,36.995
