timestamp,tower_id,video_users,voice_users,iot_devices,gaming_users,emergency_users,hour,minute,day,weekday,is_weekend,total_users,high_priority_ratio,iot_ratio,consumer_ratio
2026-01-01 01:35:00,T2,312,26,620,60,8,1,35,1,3,0,406,0.019704433497536946,1.5270935960591132,0.916256157635468
2026-01-01 01:40:00,T10,478,226,885,202,7,1,40,1,3,0,913,0.007667031763417305,0.9693318729463308,0.7447973713033954
2026-01-01 01:45:00,T7,567,80,1080,22,17,1,45,1,3,0,686,0.02478134110787172,1.5743440233236152,0.858600583090379
2026-01-01 01:50:00,T3,535,28,300,189,9,1,50,1,3,0,761,0.011826544021024968,0.39421813403416556,0.9513797634691196
2026-01-01 01:55:00,T4,243,108,711,205,16,1,55,1,3,0,572,0.027972027972027972,1.243006993006993,0.7832167832167832
2026-01-01 02:00:00,T1,374,233,1017,222,0,2,0,1,3,0,829,0.0,1.226779252110977,0.7189384800965019
2026-01-01 02:05:00,T1,365,45,630,8,9,2,5,1,3,0,427,0.02107728337236534,1.4754098360655739,0.8735362997658079
2026-01-01 02:10:00,T2,648,279,1177,186,8,2,10,1,3,0,1121,0.007136485280999108,1.0499553969669937,0.743978590544157
2026-01-01 02:15:00,T6,279,62,471,24,13,2,15,1,3,0,378,0.03439153439153439,1.246031746031746,0.8015873015873016
2026-01-01 02:20:00,T9,117,126,968,32,4,2,20,1,3,0,279,0.014336917562724014,3.4695340501792113,0.5340501792114696
2026-01-01 02:25:00,T10,256,221,768,241,9,2,25,1,3,0,727,0.012379642365887207,1.0563961485557083,0.6836313617606602
2026-01-01 02:30:00,T10,431,139,71,83,12,2,30,1,3,0,665,0.01804511278195489,0.10676691729323308,0.7729323308270677
2026-01-01 02:35:00,T8,183,254,601,245,13,2,35,1,3,0,695,0.01870503597122302,0.8647482014388489,0.6158273381294964
2026-01-01 02:40:00,T9,491,214,186,58,12,2,40,1,3,0,775,0.015483870967741935,0.24,0.7083870967741935
2026-01-01 02:45:00,T7,380,274,1052,53,10,2,45,1,3,0,717,0.01394700139470014,1.4672245467224547,0.603905160390516
2026-01-01 02:50:00,T4,327,28,442,104,16,2,50,1,3,0,475,0.03368421052631579,0.9305263157894736,0.9073684210526316
2026-01-01 02:55:00,T10,439,44,472,95,5,2,55,1,3,0,583,0.008576329331046312,0.8096054888507719,0.9159519725557461
2026-01-01 03:00:00,T3,223,35,517,208,9,3,0,1,3,0,475,0.018947368421052633,1.088421052631579,0.9073684210526316
2026-01-01 03:05:00,T5,630,81,1106,187,8,3,5,1,3,0,906,0.008830022075055188,1.2207505518763797,0.9017660044150111
2026-01-01 03:10:00,T10,485,62,201,159,10,3,10,1,3,0,716,0.013966480446927373,0.2807262569832402,0.8994413407821229
2026-01-01 03:15:00,T7,62,112,1130,91,17,3,15,1,3,0,282,0.06028368794326241,4.00709219858156,0.5425531914893617
2026-01-01 03:20:00,T3,622,168,287,21,7,3,20,1,3,0,818,0.008557457212713936,0.3508557457212714,0.7860635696821516
2026-01-01 03:25:00,T1,90,212,363,24,18,3,25,1,3,0,344,0.05232558139534884,1.055232558139535,0.3313953488372093
2026-01-01 03:30:00,T9,411,105,1090,209,9,3,30,1,3,0,734,0.01226158038147139,1.4850136239782017,0.8446866485013624
2026-01-01 03:35:00,T10,266,136,99,234,10,3,35,1,3,0,646,0.015479876160990712,0.15325077399380804,0.7739938080495357
2026-01-01 03:40:00,T6,220,14,442,186,3,3,40,1,3,0,423,0.0070921985815602835,1.044917257683215,0.9598108747044918
2026-01-01 03:45:00,T7,50,192,987,128,0,3,45,1,3,0,370,0.0,2.6675675675675676,0.4810810810810811
2026-01-01 03:50:00,T3,20,171,947,26,11,3,50,1,3,0,228,0.04824561403508772,4.1535087719298245,0.20175438596491227
2026-01-01 03:55:00,T4,274,124,238,56,15,3,55,1,3,0,469,0.031982942430703626,0.5074626865671642,0.7036247334754797
2026-01-01 04:00:00,T8,575,205,149,127,19,4,0,1,3,0,926,0.020518358531317494,0.16090712742980562,0.7580993520518359
2026-01-01 04:05:00,T7,633,251,1148,19,5,4,5,1,3,0,908,0.005506607929515419,1.2643171806167401,0.7180616740088106
2026-01-01 04:10:00,T8,150,184,579,49,15,4,10,1,3,0,398,0.03768844221105527,1.4547738693467336,0.5
2026-01-01 04:15:00,T9,442,145,886,215,4,4,15,1,3,0,806,0.004962779156327543,1.099255583126551,0.815136476426799
2026-01-01 04:20:00,T1,102,167,232,34,8,4,20,1,3,0,311,0.02572347266881029,0.7459807073954984,0.43729903536977494
2026-01-01 04:25:00,T5,95,127,727,70,0,4,25,1,3,0,292,0.0,2.48972602739726,0.565068493150685
2026-01-01 04:30:00,T5,203,38,767,139,5,4,30,1,3,0,385,0.012987012987012988,1.9922077922077923,0.8883116883116883
2026-01-01 04:35:00,T2,242,157,137,50,8,4,35,1,3,0,457,0.0175054704595186,0.29978118161925604,0.6389496717724289
2026-01-01 04:40:00,T7,587,234,335,28,4,4,40,1,3,0,853,0.004689331770222743,0.39273153575615477,0.7209847596717468
2026-01-01 04:45:00,T6,169,20,1199,36,5,4,45,1,3,0,230,0.021739130434782608,5.21304347826087,0.8913043478260869
2026-01-01 04:50:00,T3,113,284,399,243,18,4,50,1,3,0,658,0.02735562310030395,0.6063829787234043,0.541033434650456
2026-01-01 04:55:00,T8,254,219,780,166,17,4,55,1,3,0,656,0.025914634146341462,1.1890243902439024,0.6402439024390244
2026-01-01 05:00:00,T3,115,103,861,130,2,5,0,1,3,0,350,0.005714285714285714,2.46,0.7
2026-01-01 05:05:00,T9,682,125,483,158,11,5,5,1,3,0,976,0.011270491803278689,0.4948770491803279,0.860655737704918
2026-01-01 05:10:00,T7,126,272,82,120,5,5,10,1,3,0,523,0.009560229445506692,0.15678776290630975,0.47036328871892924
2026-01-01 05:15:00,T10,381,54,1142,223,12,5,15,1,3,0,670,0.01791044776119403,1.7044776119402985,0.9014925373134328
2026-01-01 05:20:00,T8,406,126,72,133,17,5,20,1,3,0,682,0.024926686217008796,0.10557184750733138,0.7903225806451613
2026-01-01 05:25:00,T6,395,74,525,140,20,5,25,1,3,0,629,0.03179650238473768,0.834658187599364,0.8505564387917329
2026-01-01 05:30:00,T10,65,239,827,179,5,5,30,1,3,0,488,0.010245901639344262,1.694672131147541,0.5
2026-01-01 05:35:00,T7,357,202,694,186,0,5,35,1,3,0,745,0.0,0.9315436241610738,0.7288590604026846
2026-01-01 05:40:00,T10,443,130,835,105,2,5,40,1,3,0,680,0.0029411764705882353,1.2279411764705883,0.8058823529411765
2026-01-01 05:45:00,T1,183,57,800,15,0,5,45,1,3,0,255,0.0,3.1372549019607843,0.7764705882352941
2026-01-01 05:50:00,T5,159,119,117,133,10,5,50,1,3,0,421,0.023752969121140142,0.27790973871733965,0.6935866983372921
2026-01-01 05:55:00,T5,550,196,752,240,2,5,55,1,3,0,988,0.0020242914979757085,0.7611336032388664,0.7995951417004049
2026-01-01 06:00:00,T4,263,93,95,144,14,6,0,1,3,0,514,0.027237354085603113,0.18482490272373542,0.791828793774319
2026-01-01 06:05:00,T8,572,224,942,147,3,6,5,1,3,0,946,0.003171247357293869,0.9957716701902748,0.7600422832980972
2026-01-01 06:10:00,T1,495,163,812,55,10,6,10,1,3,0,723,0.013831258644536652,1.1230982019363762,0.7607192254495159
2026-01-01 06:15:00,T10,413,297,233,183,13,6,15,1,3,0,906,0.01434878587196468,0.2571743929359823,0.6578366445916115
2026-01-01 06:20:00,T9,379,175,793,176,18,6,20,1,3,0,748,0.02406417112299465,1.0601604278074865,0.7419786096256684
2026-01-01 06:25:00,T1,123,118,1093,98,10,6,25,1,3,0,349,0.02865329512893983,3.1318051575931234,0.6332378223495702
2026-01-01 06:30:00,T6,415,175,683,15,13,6,30,1,3,0,618,0.021035598705501618,1.1051779935275081,0.6957928802588996
2026-01-01 06:35:00,T4,676,136,703,190,3,6,35,1,3,0,1005,0.0029850746268656717,0.699502487562189,0.8616915422885573
2026-01-01 06:40:00,T9,603,12,668,246,5,6,40,1,3,0,866,0.005773672055427252,0.7713625866050808,0.9803695150115473
2026-01-01 06:45:00,T3,238,107,958,155,17,6,45,1,3,0,517,0.03288201160541586,1.8529980657640233,0.7601547388781431
2026-01-01 06:50:00,T9,697,253,1152,58,17,6,50,1,3,0,1025,0.016585365853658537,1.1239024390243904,0.7365853658536585
2026-01-01 06:55:00,T5,654,185,358,52,1,6,55,1,3,0,892,0.0011210762331838565,0.4013452914798206,0.7914798206278026
2026-01-01 07:00:00,T6,298,240,57,210,12,7,0,1,3,0,760,0.015789473684210527,0.075,0.6684210526315789
2026-01-01 07:05:00,T3,676,34,1182,148,13,7,5,1,3,0,871,0.014925373134328358,1.357060849598163,0.9460390355912744
2026-01-01 07:10:00,T2,479,287,1085,53,7,7,10,1,3,0,826,0.00847457627118644,1.3135593220338984,0.6440677966101694
2026-01-01 07:15:00,T1,219,32,652,164,5,7,15,1,3,0,420,0.011904761904761904,1.5523809523809524,0.9119047619047619
2026-01-01 07:20:00,T7,411,259,495,149,17,7,20,1,3,0,836,0.02033492822966507,0.5921052631578947,0.6698564593301436
2026-01-01 07:25:00,T6,552,105,380,236,8,7,25,1,3,0,901,0.008879023307436182,0.42175360710321863,0.8745837957824639
2026-01-01 07:30:00,T8,56,63,869,182,0,7,30,1,3,0,301,0.0,2.8870431893687707,0.7906976744186046
2026-01-01 07:35:00,T10,206,165,967,73,20,7,35,1,3,0,464,0.04310344827586207,2.084051724137931,0.6012931034482759
2026-01-01 07:40:00,T8,568,84,677,149,6,7,40,1,3,0,807,0.007434944237918215,0.838909541511772,0.8884758364312267
2026-01-01 07:45:00,T10,332,106,563,222,4,7,45,1,3,0,664,0.006024096385542169,0.8478915662650602,0.8343373493975904
2026-01-01 07:50:00,T9,645,102,436,164,5,7,50,1,3,0,916,0.0054585152838427945,0.4759825327510917,0.8831877729257642
2026-01-01 07:55:00,T5,184,63,986,188,7,7,55,1,3,0,442,0.01583710407239819,2.230769230769231,0.8416289592760181
2026-01-01 08:00:00,T7,109,155,539,25,7,8,0,1,3,0,296,0.02364864864864865,1.820945945945946,0.4527027027027027
2026-01-01 08:05:00,T8,662,19,1021,16,2,8,5,1,3,0,699,0.002861230329041488,1.4606580829756795,0.9699570815450643
2026-01-01 08:10:00,T9,398,78,704,44,2,8,10,1,3,0,522,0.0038314176245210726,1.3486590038314177,0.8467432950191571
2026-01-01 08:15:00,T3,353,202,1109,104,11,8,15,1,3,0,670,0.016417910447761194,1.655223880597015,0.682089552238806
2026-01-01 08:20:00,T4,622,155,1100,10,0,8,20,1,3,0,787,0.0,1.3977128335451081,0.8030495552731893
2026-01-01 08:25:00,T5,175,49,396,220,7,8,25,1,3,0,451,0.015521064301552107,0.8780487804878049,0.8758314855875832
2026-01-01 08:30:00,T7,164,164,779,86,1,8,30,1,3,0,415,0.0024096385542168677,1.8771084337349397,0.6024096385542169
2026-01-01 08:35:00,T9,558,202,1078,197,16,8,35,1,3,0,973,0.01644398766700925,1.1079136690647482,0.775950668036999
2026-01-01 08:40:00,T5,65,143,522,192,8,8,40,1,3,0,408,0.0196078431372549,1.2794117647058822,0.6299019607843137
2026-01-01 08:45:00,T9,132,234,317,169,17,8,45,1,3,0,552,0.030797101449275364,0.5742753623188406,0.5452898550724637
2026-01-01 08:50:00,T5,683,26,723,153,12,8,50,1,3,0,874,0.013729977116704805,0.8272311212814645,0.9565217391304348
2026-01-01 08:55:00,T5,464,276,671,115,1,8,55,1,3,0,856,0.0011682242990654205,0.7838785046728972,0.6764018691588785
2026-01-01 09:00:00,T6,156,23,664,204,20,9,0,1,3,0,403,0.04962779156327544,1.6476426799007444,0.8933002481389578
2026-01-01 09:05:00,T8,206,194,367,181,8,9,5,1,3,0,589,0.013582342954159592,0.6230899830220713,0.6570458404074703
2026-01-01 09:10:00,T9,184,225,566,244,18,9,10,1,3,0,671,0.026825633383010434,0.8435171385991058,0.6378539493293591
2026-01-01 09:15:00,T7,523,10,684,206,17,9,15,1,3,0,756,0.022486772486772486,0.9047619047619048,0.9642857142857143
2026-01-01 09:20:00,T2,101,101,258,32,8,9,20,1,3,0,242,0.03305785123966942,1.0661157024793388,0.5495867768595041
2026-01-01 09:25:00,T2,107,83,1013,55,3,9,25,1,3,0,248,0.012096774193548387,4.084677419354839,0.6532258064516129
2026-01-01 09:30:00,T10,274,68,363,241,6,9,30,1,3,0,589,0.010186757215619695,0.6162988115449916,0.8743633276740238
2026-01-01 09:35:00,T9,91,257,1167,7,18,9,35,1,3,0,373,0.04825737265415549,3.128686327077748,0.26273458445040215
2026-01-01 09:40:00,T2,122,212,914,195,18,9,40,1,3,0,547,0.03290676416819013,1.6709323583180986,0.5795246800731262
2026-01-01 09:45:00,T6,618,177,1042,45,16,9,45,1,3,0,856,0.018691588785046728,1.2172897196261683,0.7745327102803738
2026-01-01 09:50:00,T2,485,261,1004,207,13,9,50,1,3,0,966,0.013457556935817806,1.0393374741200827,0.7163561076604554
2026-01-01 09:55:00,T4,686,202,700,75,15,9,55,1,3,0,978,0.015337423312883436,0.7157464212678937,0.778118609406953
2026-01-01 10:00:00,T5,46,299,65,69,19,10,0,1,3,0,433,0.04387990762124711,0.15011547344110854,0.26558891454965355
2026-01-01 10:05:00,T10,192,247,913,12,18,10,5,1,3,0,469,0.03837953091684435,1.9466950959488274,0.4349680170575693
2026-01-01 10:10:00,T1,421,158,1107,155,17,10,10,1,3,0,751,0.022636484687083888,1.474034620505992,0.7669773635153129
2026-01-01 10:15:00,T1,351,80,533,160,11,10,15,1,3,0,602,0.018272425249169437,0.8853820598006644,0.8488372093023255
2026-01-01 10:20:00,T1,573,42,1185,172,9,10,20,1,3,0,796,0.011306532663316583,1.4886934673366834,0.9359296482412061
2026-01-01 10:25:00,T6,453,154,328,143,6,10,25,1,3,0,756,0.007936507936507936,0.43386243386243384,0.7883597883597884
2026-01-01 10:30:00,T1,476,277,923,110,15,10,30,1,3,0,878,0.017084282460136675,1.05125284738041,0.6674259681093394
2026-01-01 10:35:00,T8,23,142,731,218,13,10,35,1,3,0,396,0.03282828282828283,1.845959595959596,0.6085858585858586
2026-01-01 10:40:00,T10,247,158,1109,230,9,10,40,1,3,0,644,0.013975155279503106,1.7220496894409938,0.7406832298136646
2026-01-01 10:45:00,T2,695,170,1150,138,8,10,45,1,3,0,1011,0.00791295746785361,1.1374876360039565,0.8239366963402571
2026-01-01 10:50:00,T6,595,73,464,121,5,10,50,1,3,0,794,0.006297229219143577,0.5843828715365239,0.9017632241813602
2026-01-01 10:55:00,T2,463,176,404,138,5,10,55,1,3,0,782,0.00639386189258312,0.5166240409207161,0.768542199488491
2026-01-01 11:00:00,T4,229,234,637,178,17,11,0,1,3,0,658,0.025835866261398176,0.9680851063829787,0.6185410334346505
2026-01-01 11:05:00,T1,63,262,340,127,20,11,5,1,3,0,472,0.0423728813559322,0.7203389830508474,0.4025423728813559
2026-01-01 11:10:00,T2,531,52,967,39,3,11,10,1,3,0,625,0.0048,1.5472,0.912
2026-01-01 11:15:00,T10,518,278,1110,38,18,11,15,1,3,0,852,0.02112676056338028,1.3028169014084507,0.6525821596244131
2026-01-01 11:20:00,T10,555,36,955,228,9,11,20,1,3,0,828,0.010869565217391304,1.1533816425120773,0.9456521739130435
2026-01-01 11:25:00,T3,540,124,312,181,3,11,25,1,3,0,848,0.003537735849056604,0.36792452830188677,0.8502358490566038
2026-01-01 11:30:00,T3,477,86,880,53,16,11,30,1,3,0,632,0.02531645569620253,1.3924050632911393,0.8386075949367089
2026-01-01 11:35:00,T9,517,255,71,79,3,11,35,1,3,0,854,0.00351288056206089,0.08313817330210772,0.6978922716627635
2026-01-01 11:40:00,T3,183,156,334,54,0,11,40,1,3,0,393,0.0,0.8498727735368957,0.6030534351145038
2026-01-01 11:45:00,T5,647,134,438,183,5,11,45,1,3,0,969,0.005159958720330237,0.4520123839009288,0.8565531475748194
2026-01-01 11:50:00,T2,658,68,453,12,5,11,50,1,3,0,743,0.006729475100942127,0.6096904441453567,0.901749663526245
2026-01-01 11:55:00,T8,449,202,300,164,5,11,55,1,3,0,820,0.006097560975609756,0.36585365853658536,0.7475609756097561
2026-01-01 12:00:00,T8,489,293,110,96,7,12,0,1,3,0,885,0.007909604519774011,0.12429378531073447,0.6610169491525424
2026-01-01 12:05:00,T3,493,167,495,241,19,12,5,1,3,0,920,0.020652173913043477,0.5380434782608695,0.7978260869565217
2026-01-01 12:10:00,T6,691,127,944,48,5,12,10,1,3,0,871,0.0057405281285878304,1.0838117106773824,0.8484500574052812
2026-01-01 12:15:00,T7,379,58,648,100,18,12,15,1,3,0,555,0.032432432432432434,1.1675675675675676,0.863063063063063
2026-01-01 12:20:00,T1,206,197,575,141,1,12,20,1,3,0,545,0.001834862385321101,1.055045871559633,0.636697247706422
2026-01-01 12:25:00,T3,241,296,1018,73,15,12,25,1,3,0,625,0.024,1.6288,0.5024
2026-01-01 12:30:00,T1,462,210,1146,153,4,12,30,1,3,0,829,0.0048250904704463205,1.3823884197828709,0.7418576598311218
2026-01-01 12:35:00,T5,691,178,923,209,16,12,35,1,3,0,1094,0.014625228519195612,0.8436928702010968,0.8226691042047533
2026-01-01 12:40:00,T1,467,86,498,36,1,12,40,1,3,0,590,0.001694915254237288,0.8440677966101695,0.8525423728813559
2026-01-01 12:45:00,T1,692,256,942,141,4,12,45,1,3,0,1093,0.0036596523330283625,0.8618481244281794,0.7621225983531564
2026-01-01 12:50:00,T9,518,108,613,121,10,12,50,1,3,0,757,0.013210039630118891,0.809775429326288,0.8441215323645971
2026-01-01 12:55:00,T9,551,287,857,75,16,12,55,1,3,0,929,0.017222820236813777,0.922497308934338,0.673842841765339
2026-01-01 13:00:00,T9,504,285,142,153,20,13,0,1,3,0,962,0.02079002079002079,0.14760914760914762,0.682952182952183
2026-01-01 13:05:00,T8,411,131,397,242,2,13,5,1,3,0,786,0.002544529262086514,0.5050890585241731,0.8307888040712468
2026-01-01 13:10:00,T3,531,254,961,36,20,13,10,1,3,0,841,0.023781212841854936,1.1426872770511296,0.6741973840665874
2026-01-01 13:15:00,T8,550,243,589,14,20,13,15,1,3,0,827,0.02418379685610641,0.7122128174123338,0.6819830713422007
2026-01-01 13:20:00,T5,57,23,351,246,13,13,20,1,3,0,339,0.038348082595870206,1.0353982300884956,0.8938053097345132
2026-01-01 13:25:00,T7,412,174,287,144,14,13,25,1,3,0,744,0.01881720430107527,0.385752688172043,0.7473118279569892
2026-01-01 13:30:00,T6,140,276,107,155,0,13,30,1,3,0,571,0.0,0.18739054290718038,0.5166374781085814
2026-01-01 13:35:00,T4,64,239,880,103,13,13,35,1,3,0,419,0.031026252983293555,2.100238663484487,0.39856801909307876
2026-01-01 13:40:00,T9,138,131,276,98,15,13,40,1,3,0,382,0.03926701570680628,0.7225130890052356,0.6178010471204188
2026-01-01 13:45:00,T2,519,239,946,134,8,13,45,1,3,0,900,0.008888888888888889,1.051111111111111,0.7255555555555555
2026-01-01 13:50:00,T3,224,233,958,204,18,13,50,1,3,0,679,0.026509572901325478,1.410898379970545,0.6303387334315169
2026-01-01 13:55:00,T1,638,236,73,14,5,13,55,1,3,0,893,0.005599104143337066,0.08174692049272117,0.7301231802911534
2026-01-01 14:00:00,T2,495,117,210,149,17,14,0,1,3,0,778,0.021850899742930592,0.2699228791773779,0.8277634961439588
2026-01-01 14:05:00,T1,22,33,580,199,4,14,5,1,3,0,258,0.015503875968992248,2.248062015503876,0.8565891472868217
2026-01-01 14:10:00,T10,611,51,400,247,15,14,10,1,3,0,924,0.016233766233766232,0.4329004329004329,0.9285714285714286
2026-01-01 14:15:00,T7,605,207,740,113,3,14,15,1,3,0,928,0.003232758620689655,0.7974137931034483,0.7737068965517241
2026-01-01 14:20:00,T1,115,97,520,49,0,14,20,1,3,0,261,0.0,1.9923371647509578,0.6283524904214559
2026-01-01 14:25:00,T5,112,108,691,205,17,14,25,1,3,0,442,0.038461538461538464,1.5633484162895928,0.7171945701357466
2026-01-01 14:30:00,T2,71,115,1003,82,7,14,30,1,3,0,275,0.025454545454545455,3.6472727272727274,0.5563636363636364
2026-01-01 14:35:00,T2,617,159,192,229,20,14,35,1,3,0,1025,0.01951219512195122,0.1873170731707317,0.8253658536585365
2026-01-01 14:40:00,T3,673,75,117,130,6,14,40,1,3,0,884,0.006787330316742082,0.1323529411764706,0.9083710407239819
2026-01-01 14:45:00,T10,357,193,965,148,15,14,45,1,3,0,713,0.021037868162692847,1.35343618513324,0.7082748948106592
2026-01-01 14:50:00,T8,490,194,417,178,6,14,50,1,3,0,868,0.0069124423963133645,0.4804147465437788,0.7695852534562212
2026-01-01 14:55:00,T8,674,66,945,31,19,14,55,1,3,0,790,0.024050632911392405,1.1962025316455696,0.8924050632911392
2026-01-01 15:00:00,T2,302,142,729,113,7,15,0,1,3,0,564,0.012411347517730497,1.2925531914893618,0.7358156028368794
2026-01-01 15:05:00,T7,35,26,648,43,18,15,5,1,3,0,122,0.14754098360655737,5.311475409836065,0.639344262295082
2026-01-01 15:10:00,T6,599,178,190,56,8,15,10,1,3,0,841,0.009512485136741973,0.2259215219976219,0.7788347205707491
2026-01-01 15:15:00,T6,448,155,331,88,15,15,15,1,3,0,706,0.021246458923512748,0.4688385269121813,0.7592067988668555
2026-01-01 15:20:00,T10,434,108,840,48,11,15,20,1,3,0,601,0.018302828618968387,1.3976705490848587,0.8019966722129783
2026-01-01 15:25:00,T8,79,25,839,45,0,15,25,1,3,0,149,0.0,5.630872483221476,0.8322147651006712
2026-01-01 15:30:00,T2,133,230,285,90,8,15,30,1,3,0,461,0.01735357917570499,0.6182212581344902,0.4837310195227766
2026-01-01 15:35:00,T3,454,271,85,110,0,15,35,1,3,0,835,0.0,0.10179640718562874,0.6754491017964072
2026-01-01 15:40:00,T7,128,109,532,247,13,15,40,1,3,0,497,0.026156941649899398,1.0704225352112675,0.7545271629778671
2026-01-01 15:45:00,T1,386,169,485,154,15,15,45,1,3,0,724,0.020718232044198894,0.669889502762431,0.7458563535911602
2026-01-01 15:50:00,T6,673,236,1046,162,17,15,50,1,3,0,1088,0.015625,0.9613970588235294,0.7674632352941176
2026-01-01 15:55:00,T2,64,121,707,128,1,15,55,1,3,0,314,0.0031847133757961785,2.251592356687898,0.6114649681528662
2026-01-01 16:00:00,T2,374,185,1040,84,17,16,0,1,3,0,660,0.025757575757575757,1.5757575757575757,0.693939393939394
2026-01-01 16:05:00,T7,655,19,115,11,18,16,5,1,3,0,703,0.025604551920341393,0.16358463726884778,0.9473684210526315
2026-01-01 16:10:00,T8,700,121,407,69,2,16,10,1,3,0,892,0.002242152466367713,0.4562780269058296,0.8621076233183856
2026-01-01 16:15:00,T9,557,220,83,21,7,16,15,1,3,0,805,0.008695652173913044,0.1031055900621118,0.7180124223602484
2026-01-01 16:20:00,T10,198,271,1148,226,1,16,20,1,3,0,696,0.0014367816091954023,1.6494252873563218,0.6091954022988506
2026-01-01 16:25:00,T4,531,35,799,62,2,16,25,1,3,0,630,0.0031746031746031746,1.2682539682539682,0.9412698412698413
2026-01-01 16:30:00,T5,437,34,1037,152,14,16,30,1,3,0,637,0.02197802197802198,1.6279434850863421,0.9246467817896389
2026-01-01 16:35:00,T7,105,283,982,65,13,16,35,1,3,0,466,0.027896995708154508,2.107296137339056,0.3648068669527897
2026-01-01 16:40:00,T10,88,271,796,114,2,16,40,1,3,0,475,0.004210526315789474,1.6757894736842105,0.42526315789473684
2026-01-01 16:45:00,T6,465,254,474,156,15,16,45,1,3,0,890,0.016853932584269662,0.5325842696629214,0.697752808988764
2026-01-01 16:50:00,T8,336,270,1186,5,2,16,50,1,3,0,613,0.0032626427406199023,1.934747145187602,0.5562805872756933
2026-01-01 16:55:00,T9,335,108,512,141,18,16,55,1,3,0,602,0.029900332225913623,0.8504983388704319,0.7906976744186046
2026-01-01 17:00:00,T1,45,232,682,212,17,17,0,1,3,0,506,0.03359683794466403,1.3478260869565217,0.5079051383399209
2026-01-01 17:05:00,T1,661,256,847,176,18,17,5,1,3,0,1111,0.016201620162016202,0.7623762376237624,0.7533753375337534
2026-01-01 17:10:00,T5,209,104,635,199,14,17,10,1,3,0,526,0.026615969581749048,1.2072243346007605,0.7756653992395437
2026-01-01 17:15:00,T8,619,211,117,86,17,17,15,1,3,0,933,0.01822079314040729,0.12540192926045016,0.7556270096463023
2026-01-01 17:20:00,T6,178,228,696,170,5,17,20,1,3,0,581,0.008605851979345954,1.197934595524957,0.5989672977624785
2026-01-01 17:25:00,T3,327,155,899,144,4,17,25,1,3,0,630,0.006349206349206349,1.426984126984127,0.7476190476190476
2026-01-01 17:30:00,T10,542,144,1187,148,12,17,30,1,3,0,846,0.014184397163120567,1.4030732860520094,0.8156028368794326
2026-01-01 17:35:00,T2,683,141,930,191,9,17,35,1,3,0,1024,0.0087890625,0.908203125,0.853515625
2026-01-01 17:40:00,T1,532,292,1001,46,18,17,40,1,3,0,888,0.02027027027027027,1.1272522522522523,0.6509009009009009
2026-01-01 17:45:00,T4,138,288,321,93,12,17,45,1,3,0,531,0.022598870056497175,0.6045197740112994,0.4350282485875706
2026-01-01 17:50:00,T4,457,21,393,230,5,17,50,1,3,0,713,0.0070126227208976155,0.5511921458625526,0.9635343618513323
