tower_id,temperature_c,power_usage_pct,traffic_load,weather,cpu_usage_pct,failed,cpu_temperature_ratio,power_temperature_ratio,traffic_pressure,weather_encoded,failure_risk_score
T2,46.5,60.0,1571,rain,42.0,0,0.9032258064516129,1.2903225806451613,1571,2,346.52500000000003
T3,35.33,91.09,726,storm,35.89,1,1.0158505519388623,2.578262100198132,726,3,179.8785
T4,34.55,60.43,1578,storm,58.25,0,1.685962373371925,1.7490593342981189,1578,3,348.4235
T1,57.12,67.29,1745,rain,22.89,0,0.4007352941176471,1.1780462184873952,1745,2,381.616
T6,43.26,49.28,1564,rain,98.99,1,2.2882570503929727,1.13915857605178,1564,2,353.569
T6,67.95,47.47,1501,rain,67.53,0,0.9938189845474613,0.6986019131714496,1501,2,340.4875
T8,39.06,97.42,1608,fog,66.63,1,1.705837173579109,2.494111623143881,1608,1,364.32500000000005
T8,38.38,33.75,1120,rain,53.2,0,1.386138613861386,0.879364252214695,1120,2,251.28500000000003
T2,23.81,27.3,223,rain,84.46,0,3.5472490550188995,1.146577068458631,223,2,73.2045
T7,20.52,89.78,453,clear,99.45,0,4.8464912280701755,4.375243664717349,453,0,133.57600000000002
T4,33.76,42.07,235,rain,84.91,0,2.5151066350710902,1.246149289099526,235,2,81.136
T5,52.34,89.56,1799,rain,64.36,0,1.2296522735957203,1.711119602598395,1799,2,403.96900000000005
T8,54.69,93.94,1755,rain,21.28,1,0.3891022124702871,1.7176814774181752,1755,2,388.0165
T1,28.17,27.06,154,rain,84.11,0,2.9858004969826055,0.9605963791267305,154,2,60.37649999999999
T3,29.25,50.55,1631,clear,96.25,1,3.2905982905982905,1.728205128205128,1631,0,362.87250000000006
T5,32.17,81.01,1737,storm,46.88,1,1.4572583152004974,2.518184644078334,1737,3,381.4705
T5,27.77,74.85,561,storm,15.52,0,0.5588764854159165,2.6953546993158084,561,3,137.6665
T1,43.72,97.76,138,clear,49.95,0,1.142497712717292,2.2360475754803297,138,0,68.072
T10,49.74,63.78,588,rain,40.9,0,0.8222758343385604,1.2822677925211097,588,2,151.27100000000002
T2,38.05,87.24,193,clear,33.94,0,0.8919842312746387,2.292772667542707,193,0,72.3485
T9,43.97,29.02,546,fog,10.64,0,0.241983170343416,0.6599954514441665,546,1,128.27450000000002
T5,35.79,91.64,1597,fog,75.11,0,2.098630902486728,2.560491757474155,1597,1,361.8475
T6,69.15,50.81,1123,storm,13.81,1,0.1997107736804049,0.7347794649313087,1123,3,255.2615
T10,41.67,69.29,1024,rain,80.0,0,1.919846412287017,1.6628269738420927,1024,2,245.37550000000002
T4,59.41,66.16,915,rain,67.24,0,1.131795993940414,1.1136172361555294,915,2,224.8325
T5,23.84,71.54,652,clear,71.27,0,2.9895134228187916,3.000838926174497,652,0,164.922
T1,67.77,82.88,498,fog,82.2,0,1.2129260734838425,1.2229600118046333,498,1,149.70850000000002
T9,30.84,23.38,1121,storm,51.54,0,1.671206225680934,0.75810635538262,1121,3,247.344
T7,22.56,65.48,1347,fog,82.2,0,3.643617021276596,2.9024822695035466,1347,1,304.726
T2,44.15,81.44,1775,clear,31.12,0,0.7048697621744054,1.844620611551529,1775,0,388.54949999999997
T10,54.38,94.35,600,rain,29.19,0,0.5367782272894447,1.735012872379551,600,2,158.603
T6,52.81,61.6,433,fog,27.92,0,0.5286877485324749,1.166445748911191,433,1,117.85650000000001
T3,26.7,57.04,1060,rain,40.65,0,1.5224719101123596,2.1363295880149815,1060,2,238.513
T9,31.77,74.42,959,clear,42.11,0,1.3254642744727732,2.3424614416115834,959,0,223.04850000000002
T7,25.92,75.2,1777,clear,98.96,1,3.8179012345679006,2.9012345679012346,1777,0,396.712
T8,64.96,83.83,370,storm,30.74,1,0.47321428571428575,1.2904864532019706,370,3,113.604
T3,74.84,82.99,1642,fog,55.02,1,0.7351683591662213,1.108898984500267,1642,1,374.862
T2,56.35,55.36,1616,fog,79.08,0,1.403371783496007,0.9824312333629104,1616,1,364.3255
T1,58.86,28.45,1780,clear,54.9,0,0.9327217125382263,0.48335032279986406,1780,0,387.385
T10,55.41,40.02,782,rain,34.49,0,0.6224508211514168,0.7222523010286953,782,2,185.45450000000002
T6,73.41,79.02,1783,storm,17.74,1,0.24165645007492167,1.0764201062525542,1783,3,394.7545
T9,74.56,98.19,1639,storm,39.11,0,0.524543991416309,1.316925965665236,1639,3,374.35
T1,65.38,50.37,392,storm,98.91,0,1.5128479657387581,0.7704190884062404,392,3,125.051
T4,20.08,96.18,1567,storm,57.64,0,2.8705179282868527,4.7898406374502,1567,3,349.63400000000007
T3,24.33,86.85,977,rain,17.17,0,0.7057131113851214,3.569667077681874,977,2,222.58650000000003
T8,36.52,92.68,1270,clear,58.92,0,1.6133625410733843,2.537787513691128,1270,0,293.45
T8,65.4,65.56,993,storm,75.54,0,1.155045871559633,1.002446483180428,993,3,243.62
T7,26.23,86.36,153,fog,13.87,0,0.528783835303088,3.292413267251239,153,1,57.353500000000004
T8,22.69,80.33,1421,storm,34.9,0,1.538122520934332,3.540326134861172,1421,3,313.3685
T8,50.65,69.59,490,fog,78.02,0,1.5403751233958538,1.3739387956564661,490,1,140.33450000000002
T1,68.88,76.67,447,storm,56.25,0,0.816637630662021,1.1130952380952381,447,3,133.654
T7,20.88,69.72,1292,rain,77.49,0,3.711206896551724,3.339080459770115,1292,2,293.362
T8,69.81,35.64,972,fog,42.97,0,0.6155278613379171,0.5105285775676837,972,1,227.7245
T6,50.34,91.95,342,storm,83.03,1,1.649384187524831,1.8265792610250298,342,3,116.431
T10,55.89,28.21,1221,fog,16.61,0,0.29719091071748077,0.5047414564322777,1221,1,267.2865
T9,57.57,91.08,459,storm,89.59,0,1.5561924613513984,1.5820739968733715,459,3,142.7765
T5,39.69,57.1,860,storm,48.22,0,1.214915595867977,1.4386495338876293,860,3,203.4365
T9,32.02,94.97,433,clear,37.14,0,1.159900062460962,2.9659587757651464,433,0,121.02700000000002
T7,52.57,72.04,1112,rain,67.98,0,1.2931329655697166,1.3703633250903557,1112,2,263.8465
T6,53.57,85.63,982,clear,22.59,0,0.4216912450998693,1.598469292514467,982,0,231.4365
T3,47.49,80.29,1268,clear,77.75,0,1.6371867761634027,1.6906717203621815,1268,0,297.08050000000003
T2,35.51,47.91,1558,fog,26.89,0,0.7572514784567728,1.3491974091805126,1558,1,335.5875
T6,31.37,74.97,1654,rain,92.88,1,2.960790564233344,2.389862926362767,1654,2,372.51250000000005
T3,56.64,37.64,1040,clear,78.74,0,1.390183615819209,0.66454802259887,1040,0,245.43599999999998
T6,33.98,90.27,250,storm,68.02,1,2.001765744555621,2.6565626839317247,250,3,90.60300000000001
T5,28.17,94.87,1585,clear,67.87,1,2.4093006744763934,3.367767128150515,1585,0,356.5905
T5,30.6,61.75,1101,rain,26.84,0,0.8771241830065359,2.0179738562091503,1101,2,245.86800000000002
T5,25.44,82.19,1504,rain,95.59,1,3.7574685534591192,3.2307389937106916,1504,2,343.016
T4,46.56,64.93,542,fog,46.63,0,1.0015034364261168,1.394544673539519,542,1,142.502
T7,63.07,89.52,513,fog,90.5,1,1.43491358807674,1.4193752972887268,513,1,154.5215
T7,43.9,69.2,1767,rain,39.56,0,0.9011389521640092,1.5763097949886107,1767,2,386.427
T9,27.48,78.65,1276,storm,78.09,0,2.841703056768559,2.862081513828239,1276,3,293.868
T9,34.49,98.99,250,storm,73.23,1,2.1232241229341837,2.8701072774717304,250,3,93.51650000000001
T7,28.44,47.34,1241,fog,14.88,0,0.5232067510548524,1.6645569620253164,1241,1,267.904
T10,46.46,48.65,945,fog,53.85,0,1.1590615583297461,1.0471373224278948,945,1,221.26500000000001
T4,42.5,46.74,534,clear,28.97,0,0.6816470588235294,1.099764705882353,534,0,132.567
T7,34.4,81.98,1709,rain,66.91,0,1.9450581395348836,2.383139534883721,1709,2,380.478
T10,24.31,58.38,221,rain,44.0,0,1.8099547511312217,2.4014808720691074,221,2,71.0535
T2,66.35,35.97,141,clear,61.61,0,0.9285606631499624,0.5421250941974378,141,0,64.3035
T9,50.99,46.56,1257,rain,29.79,0,0.584232202392626,0.913120219650912,1257,2,279.71750000000003
T2,22.45,43.2,1188,fog,92.53,0,4.1216035634743875,1.9242761692650336,1188,1,270.5085
T8,23.07,33.84,1690,clear,43.4,0,1.8812310359774598,1.4668400520156049,1690,0,359.2155
T10,45.31,44.85,189,clear,36.09,0,0.7965129110571618,0.9898477157360406,189,0,65.3155
T1,52.5,59.92,1280,clear,36.73,0,0.6996190476190476,1.1413333333333333,1280,0,288.455
T10,58.02,28.61,1588,fog,37.49,0,0.6461564977593933,0.4931058255773871,1588,1,345.47499999999997
T2,43.26,95.26,1246,storm,96.58,1,2.2325473878871938,2.2020342117429497,1246,3,298.833
T10,63.23,71.14,407,rain,79.64,0,1.259528704728768,1.1250988454847384,407,2,127.6635
T5,61.98,77.94,959,clear,84.65,0,1.3657631494030333,1.2575024201355276,959,0,239.81300000000002
T5,44.06,97.88,1664,clear,60.91,1,1.3824330458465728,2.221516114389469,1664,0,375.57300000000004
T8,45.75,24.89,1114,clear,42.85,0,0.9366120218579236,0.5440437158469945,1114,0,247.7855
T1,30.53,82.69,595,fog,23.27,0,0.7622011136586964,2.708483458892892,595,1,147.9745
T10,68.1,68.59,1068,storm,70.39,1,1.0336270190895742,1.0071953010279002,1068,3,258.871
T6,32.0,22.19,932,storm,61.48,0,1.92125,0.6934375,932,3,211.58399999999997
T8,49.58,44.87,891,clear,27.99,0,0.5645421540943929,0.9050020169423154,891,0,205.16700000000003
T6,33.93,92.66,926,fog,85.23,0,2.5119363395225465,2.7309165929855586,926,1,229.4105
T2,41.03,59.62,955,rain,83.38,0,2.032171581769437,1.453083109919571,955,2,230.1575
T1,41.22,22.52,1391,clear,36.19,0,0.8779718583212033,0.5463367297428433,1391,0,300.247
T6,66.71,69.56,1611,fog,86.0,1,1.289162044670964,1.0427222305501425,1611,1,370.1395
T8,58.14,46.32,1387,rain,93.88,0,1.6147230822153422,0.7966976264189887,1387,2,320.27500000000003
T2,73.72,75.37,674,fog,22.57,0,0.3061584373304395,1.0223819858925665,674,1,172.96800000000005
T7,57.28,69.05,201,storm,31.02,0,0.541550279329609,1.2054818435754189,201,3,74.98400000000002
T4,71.96,66.83,1705,rain,49.37,1,0.6860755975541968,0.9287103946637021,1705,2,382.53000000000003
T10,73.71,51.19,1330,rain,41.77,0,0.5666802333469001,0.6944783611450278,1330,2,303.3195
T4,62.47,42.01,854,storm,37.62,1,0.6022090603489675,0.6724827917400352,854,3,202.7935
T2,23.42,26.47,1788,storm,84.09,1,3.590520922288642,1.1302305721605463,1788,3,386.017
T5,41.11,66.44,1769,rain,31.97,0,0.77766966674775,1.616151787886159,1769,2,384.0595
T6,57.3,42.58,683,clear,56.74,0,0.9902268760907506,0.743106457242583,683,0,170.78900000000002
T2,59.96,91.64,1332,storm,50.41,1,0.8407271514342894,1.5283522348232155,1332,3,310.25
T9,66.81,29.62,619,storm,13.0,1,0.1945816494536746,0.4433468043706032,619,3,149.4765
T5,67.28,94.39,1315,clear,78.09,1,1.1606718192627825,1.4029429250891796,1315,0,314.316
T7,40.95,21.57,1195,rain,25.55,0,0.6239316239316239,0.5267399267399268,1195,2,258.9615
T10,72.97,50.5,238,storm,26.09,1,0.3575441962450322,0.6920652322872414,238,3,81.6105
T3,45.07,48.88,1561,storm,11.16,1,0.24761482138895052,1.0845351675171955,1561,3,335.92550000000006
T2,56.04,42.61,841,clear,26.38,0,0.4707351891506067,0.760349750178444,841,0,196.00800000000004
T2,65.77,63.45,240,fog,73.23,0,1.1134255739698953,0.9647255587653947,240,1,91.9285
T3,24.57,50.3,777,fog,86.55,0,3.5225885225885225,2.047212047212047,777,1,189.06250000000003
T10,55.99,79.07,1240,fog,52.56,0,0.9387390605465262,1.4122164672262902,1240,1,288.4735
T4,24.69,30.66,1083,clear,45.64,0,1.848521668691778,1.2417982989064398,1083,0,238.03250000000003
T2,68.65,79.64,1609,fog,35.92,1,0.5232337946103423,1.1600873998543335,1609,1,362.22450000000003
T1,63.91,49.78,1617,clear,43.8,0,0.6853387576279143,0.778907839148803,1617,0,358.0935
T7,65.01,58.2,962,storm,80.68,1,1.2410398400246117,0.8952468850946008,962,3,236.8785
T7,51.68,32.42,1773,clear,42.45,0,0.8214009287925698,0.6273219814241486,1773,0,382.494
T2,50.76,62.27,709,fog,92.41,0,1.8205279747832939,1.2267533490937748,709,1,185.57600000000002
T2,72.24,86.29,1518,fog,84.72,1,1.1727574750830565,1.1944905869324476,1518,1,356.012
T7,71.17,27.9,193,rain,57.27,0,0.8046929886188001,0.39201910917521426,193,2,73.7265
T9,62.2,69.16,262,rain,81.53,0,1.3107717041800642,1.1118971061093246,262,2,98.388
T10,37.27,84.73,1002,rain,39.69,0,1.0649315803595383,2.2734102495304533,1002,2,234.9015
T9,33.35,23.23,309,rain,92.53,0,2.774512743628186,0.696551724137931,309,2,93.5895
T4,61.55,90.34,988,storm,60.6,1,0.9845653939886272,1.4677497969130788,988,3,243.62550000000002
T5,30.35,75.45,874,rain,92.34,0,3.042504118616145,2.485996705107084,874,2,216.24550000000002
T2,31.75,36.66,1142,clear,79.29,0,2.4973228346456695,1.1546456692913385,1142,0,259.5275
T3,53.59,83.56,1557,clear,92.14,0,1.7193506251166262,1.559246128008957,1557,0,359.93750000000006
T10,56.47,24.95,1767,storm,74.92,1,1.3267221533557643,0.4418275190366566,1767,3,387.9415
T4,73.47,25.54,720,clear,32.02,0,0.43582414590989527,0.34762488090377025,720,0,173.8795
T8,68.92,31.58,1124,clear,56.13,0,0.8144225188624492,0.4582124201973302,1124,0,259.572
T1,38.83,58.37,475,fog,57.22,0,1.4736028843677569,1.5032191604429566,475,1,127.97550000000001
T6,47.81,80.19,936,fog,14.78,0,0.3091403472076971,1.6772641706755909,936,1,218.2965
T10,25.66,31.16,1799,storm,40.82,1,1.5908028059236166,1.2143413873733437,1799,3,381.061
T8,41.09,39.97,588,fog,44.68,0,1.0873691895838402,0.9727427597955706,588,1,144.95250000000001
T4,40.77,61.65,601,fog,90.87,0,2.2288447387785135,1.5121412803532008,601,1,161.0465
T6,27.61,59.93,579,storm,42.97,0,1.5563201738500543,2.170590365809489,579,3,143.7325
T9,28.4,97.97,288,fog,74.89,0,2.6369718309859156,3.449647887323944,288,1,99.42200000000003
T8,66.91,21.81,884,storm,58.73,0,0.8777462262740995,0.3259602451053654,884,3,210.0855
T6,68.39,95.02,873,rain,90.51,0,1.323439099283521,1.3893844129258663,873,2,229.10350000000003
T4,68.45,60.79,1141,clear,57.83,0,0.8448502556610664,0.8880934989043097,1141,0,269.0365
T2,28.73,97.69,457,clear,18.54,0,0.6453184824225547,3.400278454577097,457,0,121.8285
T6,31.19,38.85,482,rain,88.32,0,2.831676819493427,1.2455915357486373,482,2,129.9315
T6,54.33,65.88,122,clear,58.26,0,1.0723357261181667,1.2125897294312533,122,0,62.810500000000005
T2,54.18,28.47,1237,rain,91.37,0,1.6864156515319306,0.5254706533776301,1237,2,285.213
T9,55.67,25.9,1657,clear,77.14,0,1.3856655290102389,0.4652416022992635,1657,0,365.92550000000006
T5,41.55,30.88,631,clear,18.88,0,0.45439229843561973,0.7432009626955476,631,0,146.5395
T10,33.3,77.69,917,fog,98.62,0,2.961561561561562,2.333033033033033,917,1,227.13700000000003
T8,26.89,40.9,171,clear,57.13,0,2.1245816288583117,1.5210115284492376,171,0,60.52850000000001
T6,37.42,41.04,923,rain,86.22,0,2.3041154462854085,1.0967397113842865,923,2,219.70700000000002
T9,65.41,68.17,103,rain,57.21,0,0.8746369056719157,1.042195382968965,103,2,62.3285
T8,66.95,54.99,1490,storm,75.83,0,1.1326362957430918,0.8213592233009709,1490,3,341.3515
T10,71.38,98.57,491,storm,56.71,1,0.794480246567666,1.3809190249369572,491,3,147.55100000000002
T5,55.3,42.94,233,rain,23.04,0,0.4166365280289331,0.7764918625678119,233,2,73.921
T6,41.45,56.29,268,rain,63.71,0,1.5370325693606754,1.3580217129071168,268,2,88.2625
T8,25.88,44.99,1660,clear,49.15,0,1.8991499227202473,1.7384080370942814,1660,0,357.298
T1,46.63,85.79,1522,clear,81.57,0,1.7493030238044176,1.8398027021230967,1522,0,349.52950000000004
T2,30.78,98.08,1437,clear,54.31,0,1.7644574398960364,3.1864847303443793,1437,0,325.57300000000004
T6,68.21,49.5,1624,rain,17.05,0,0.24996334848262722,0.7257000439818209,1624,2,355.46250000000003
T9,67.5,31.16,1419,storm,96.99,0,1.4368888888888889,0.4616296296296296,1419,3,326.75500000000005
T2,30.68,67.38,1103,rain,94.45,0,3.0785528031290745,2.196219035202086,1103,2,260.93600000000004
T2,35.83,74.48,187,storm,81.82,0,2.283561261512699,2.078704995813564,187,3,78.06750000000001
T8,63.33,64.64,1228,rain,74.71,0,1.179693668087794,1.0206852992262752,1228,2,289.6025
T9,30.7,38.99,295,clear,45.86,0,1.4938110749185667,1.2700325732899023,295,0,83.645
T5,29.06,62.18,793,fog,12.56,0,0.4322092222986924,2.139710942876807,793,1,180.96300000000002
T1,37.36,88.69,1224,clear,31.36,0,0.8394004282655246,2.3739293361884366,1224,0,278.15
T4,31.05,61.09,911,rain,13.54,0,0.4360708534621578,1.9674718196457328,911,2,205.18850000000003
T8,46.74,35.07,1336,clear,76.23,0,1.6309370988446728,0.7503209242618741,1336,0,301.145
T3,52.48,37.27,182,rain,52.75,0,1.0051448170731707,0.7101753048780489,182,2,67.824
T6,25.65,66.35,1443,fog,73.78,0,2.876413255360624,2.586744639376218,1443,1,323.1885
T4,39.91,48.43,782,rain,60.93,0,1.526685041343022,1.2134803307441744,782,2,188.54950000000002
T9,28.02,99.28,1618,rain,15.94,0,0.5688793718772306,3.5431834403997144,1618,2,353.949
T1,29.91,27.7,606,rain,28.74,0,0.9608826479438315,0.9261116683383483,606,2,140.2655
