timestamp,tower_id,users,available_bandwidth_mbps,latency_ms,packet_loss_pct,power_usage_pct,temperature_c
2026-01-01 04:25:00,T4,1352,29.49,27.35,3.54,23.6,60.05
2026-01-01 04:30:00,T6,795,61.84,19.81,1.12,59.64,60.28
2026-01-01 04:35:00,T1,866,65.34,21.18,2.79,21.72,52.52
2026-01-01 04:40:00,T10,591,68.68,20.54,0.61,51.18,51.37
2026-01-01 04:45:00,T5,966,56.06,28.97,2.48,86.93,23.81
2026-01-01 04:50:00,T6,1160,44.87,28.77,1.81,69.98,25.34
2026-01-01 04:55:00,T9,171,91.09,15.89,1.69,37.01,57.13
2026-01-01 05:00:00,T9,1089,53.53,31.56,2.17,87.73,30.31
2026-01-01 05:05:00,T10,1480,27.77,29.69,3.43,37.44,56.74
2026-01-01 05:10:00,T7,1420,36.24,29.65,1.42,38.02,54.03
2026-01-01 05:15:00,T10,431,74.6,14.21,0.67,68.86,22.4
2026-01-01 05:20:00,T5,310,87.32,12.78,0.38,80.36,40.51
2026-01-01 05:25:00,T10,330,91.82,13.84,1.57,49.17,53.12
2026-01-01 05:30:00,T1,1321,43.26,28.24,3.46,75.64,62.97
2026-01-01 05:35:00,T4,637,67.41,19.3,3.38,58.86,44.03
2026-01-01 05:40:00,T7,1301,26.05,32.22,2.17,85.01,20.04
2026-01-01 05:45:00,T2,954,44.4,25.2,1.01,77.08,28.96
2026-01-01 05:50:00,T5,1347,41.99,28.65,2.63,36.72,20.36
2026-01-01 05:55:00,T1,809,49.73,24.12,1.85,84.52,47.95
2026-01-01 06:00:00,T1,847,62.49,20.57,1.92,37.03,24.06
2026-01-01 06:05:00,T6,151,90.71,18.72,0.97,24.82,46.53
2026-01-01 06:10:00,T9,374,71.33,13.44,2.18,92.65,33.95
2026-01-01 06:15:00,T2,523,71.11,24.38,2.08,63.75,22.73
2026-01-01 06:20:00,T10,753,57.12,25.08,3.59,23.35,37.11
2026-01-01 06:25:00,T4,1219,38.59,28.42,3.02,59.84,52.82
2026-01-01 06:30:00,T3,625,63.51,24.86,2.76,29.47,50.39
2026-01-01 06:35:00,T6,1053,49.78,30.41,1.54,45.77,46.83
2026-01-01 06:40:00,T9,914,55.7,24.09,3.33,53.43,31.67
2026-01-01 06:45:00,T9,491,74.18,19.04,2.99,84.94,41.2
2026-01-01 06:50:00,T3,471,66.55,22.87,1.28,84.19,48.71
2026-01-01 06:55:00,T10,270,80.28,17.18,0.73,28.72,47.85
2026-01-01 07:00:00,T3,957,56.31,22.55,2.06,48.97,59.89
2026-01-01 07:05:00,T5,738,66.9,18.26,3.32,78.48,57.27
2026-01-01 07:10:00,T3,279,95.79,13.02,0.6,25.09,35.81
2026-01-01 07:15:00,T7,382,79.73,16.47,1.13,30.12,45.12
2026-01-01 07:20:00,T5,1389,40.09,31.81,3.89,70.57,46.76
2026-01-01 07:25:00,T7,581,78.55,22.66,1.91,46.94,55.32
2026-01-01 07:30:00,T7,762,70.18,26.45,1.03,54.58,58.09
2026-01-01 07:35:00,T5,1056,43.44,23.38,3.78,56.12,41.53
2026-01-01 07:40:00,T2,74,89.07,13.85,0.91,74.95,45.35
2026-01-01 07:45:00,T5,823,62.43,25.37,2.72,90.88,30.15
2026-01-01 07:50:00,T5,184,85.34,13.29,2.44,35.39,43.17
2026-01-01 07:55:00,T7,124,94.26,9.74,0.24,57.16,22.29
2026-01-01 08:00:00,T4,1455,28.81,30.92,2.71,44.66,26.21
2026-01-01 08:05:00,T2,925,50.42,27.01,2.18,21.07,55.23
2026-01-01 08:10:00,T7,667,69.53,17.08,1.72,77.24,34.26
2026-01-01 08:15:00,T6,1408,25.63,31.21,1.18,92.73,50.3
2026-01-01 08:20:00,T6,218,89.48,16.79,1.21,55.37,29.79
2026-01-01 08:25:00,T8,578,68.9,15.41,1.56,22.63,41.68
2026-01-01 08:30:00,T8,239,88.6,13.51,0.77,81.08,34.65
2026-01-01 08:35:00,T4,466,79.01,18.43,2.72,27.82,41.79
2026-01-01 08:40:00,T2,708,62.01,16.95,1.35,86.87,63.83
2026-01-01 08:45:00,T4,808,68.74,27.28,3.13,59.8,44.54
2026-01-01 08:50:00,T10,384,77.27,16.93,0.88,71.44,63.74
2026-01-01 08:55:00,T6,992,55.96,30.18,3.19,25.87,34.39
2026-01-01 09:00:00,T4,1325,41.73,25.07,4.04,83.28,44.42
2026-01-01 09:05:00,T4,175,91.1,10.72,0.49,45.96,51.54
2026-01-01 09:10:00,T8,1427,30.41,30.08,4.15,71.65,36.62
2026-01-01 09:15:00,T1,1220,35.25,27.29,1.24,70.31,40.83
2026-01-01 09:20:00,T2,977,48.35,20.33,3.07,88.04,53.19
2026-01-01 09:25:00,T8,318,76.61,20.38,2.07,43.73,26.45
2026-01-01 09:30:00,T7,477,73.33,19.75,2.43,54.77,47.88
2026-01-01 09:35:00,T6,412,76.75,22.67,1.62,57.33,63.41
2026-01-01 09:40:00,T4,1155,45.97,23.39,2.53,42.47,61.13
2026-01-01 09:45:00,T3,291,80.6,17.22,2.82,89.68,31.07
2026-01-01 09:50:00,T9,963,54.12,23.33,2.9,57.98,38.04
2026-01-01 09:55:00,T1,287,90.97,14.4,1.6,87.21,55.75
2026-01-01 10:00:00,T3,1366,23.18,33.69,2.05,72.3,61.18
2026-01-01 10:05:00,T1,121,93.41,17.41,2.3,71.19,37.32
2026-01-01 10:10:00,T8,855,57.84,26.79,1.55,38.68,38.23
2026-01-01 10:15:00,T3,210,97.39,13.14,0.72,31.06,64.81
2026-01-01 10:20:00,T9,901,60.21,29.0,1.84,22.52,51.09
2026-01-01 10:25:00,T7,267,81.97,15.9,1.37,81.78,20.06
2026-01-01 10:30:00,T3,1024,49.94,25.41,2.6,20.33,52.26
2026-01-01 10:35:00,T3,506,78.03,21.86,1.55,76.62,41.35
2026-01-01 10:40:00,T9,657,60.29,25.22,2.67,58.59,37.86
2026-01-01 10:45:00,T10,769,60.48,20.23,2.23,48.42,50.87
2026-01-01 10:50:00,T10,311,91.37,18.29,2.51,38.11,29.04
2026-01-01 10:55:00,T4,1078,50.93,29.95,2.37,50.61,54.36
2026-01-01 11:00:00,T4,882,59.58,27.02,3.26,42.93,20.19
2026-01-01 11:05:00,T9,1065,41.0,22.06,1.94,81.65,39.59
2026-01-01 11:10:00,T10,1121,48.3,23.14,2.65,30.01,49.07
2026-01-01 11:15:00,T6,1280,30.9,30.99,1.39,56.94,30.3
2026-01-01 11:20:00,T7,169,92.91,11.99,1.04,69.97,58.36
2026-01-01 11:25:00,T3,506,80.53,22.73,2.01,52.94,62.44
2026-01-01 11:30:00,T8,394,82.35,22.74,2.26,55.52,23.5
2026-01-01 11:35:00,T10,1397,24.75,25.78,2.05,63.56,56.15
2026-01-01 11:40:00,T8,921,48.38,27.77,2.7,61.41,22.5
2026-01-01 11:45:00,T9,129,98.31,10.78,0.81,43.44,49.93
2026-01-01 11:50:00,T3,750,66.15,19.31,2.71,73.75,41.57
2026-01-01 11:55:00,T2,929,57.62,26.78,2.99,23.53,59.3
2026-01-01 12:00:00,T8,1152,37.9,31.94,2.36,39.67,47.71
2026-01-01 12:05:00,T6,737,70.3,22.09,2.77,94.67,25.9
2026-01-01 12:10:00,T10,822,57.42,24.81,2.34,33.86,56.06
2026-01-01 12:15:00,T9,1101,54.32,25.21,0.97,48.44,22.25
2026-01-01 12:20:00,T9,803,57.7,26.34,2.08,76.68,25.11
2026-01-01 12:25:00,T8,1138,41.16,30.68,1.46,57.67,42.82
2026-01-01 12:30:00,T2,219,93.52,12.76,1.44,47.05,30.04
2026-01-01 12:35:00,T5,369,88.72,15.52,0.95,52.68,25.0
2026-01-01 12:40:00,T5,1275,27.08,31.67,2.63,30.05,24.28
2026-01-01 12:45:00,T7,259,89.04,14.96,0.82,74.8,34.53
2026-01-01 12:50:00,T9,199,95.85,14.99,2.08,39.02,33.34
2026-01-01 12:55:00,T5,931,49.7,26.42,1.47,73.87,34.75
2026-01-01 13:00:00,T7,1489,24.49,27.77,1.85,23.68,40.33
2026-01-01 13:05:00,T9,1152,36.09,24.04,3.55,23.67,52.26
2026-01-01 13:10:00,T4,177,86.77,16.96,0.41,31.36,51.76
2026-01-01 13:15:00,T2,1347,24.9,27.9,1.49,84.22,51.5
2026-01-01 13:20:00,T8,1403,36.33,27.75,1.65,75.31,38.95
2026-01-01 13:25:00,T1,592,69.7,16.8,1.33,22.65,48.76
2026-01-01 13:30:00,T1,528,80.89,18.05,2.45,69.99,43.82
2026-01-01 13:35:00,T4,1067,51.76,24.47,0.91,31.21,34.25
2026-01-01 13:40:00,T6,1262,41.2,32.52,3.69,32.49,33.21
2026-01-01 13:45:00,T8,1078,46.44,29.69,3.86,64.65,47.89
2026-01-01 13:50:00,T9,1289,27.77,24.93,3.76,93.49,49.17
2026-01-01 13:55:00,T9,455,80.98,21.84,3.03,50.29,35.58
2026-01-01 14:00:00,T6,109,97.37,15.36,0.74,92.21,34.66
2026-01-01 14:05:00,T6,493,67.74,18.29,1.7,82.72,29.99
2026-01-01 14:10:00,T2,1458,34.85,30.36,2.02,84.9,34.45
2026-01-01 14:15:00,T7,719,56.17,23.78,1.65,78.53,34.9
2026-01-01 14:20:00,T9,983,42.31,25.16,2.01,87.08,58.1
2026-01-01 14:25:00,T5,236,86.16,14.29,2.93,71.82,43.84
2026-01-01 14:30:00,T1,904,62.16,19.77,2.82,48.52,54.98
2026-01-01 14:35:00,T2,444,82.24,21.89,0.37,64.79,22.28
2026-01-01 14:40:00,T6,1190,36.87,30.02,3.07,90.89,27.74
2026-01-01 14:45:00,T4,629,66.77,19.63,3.14,38.01,52.36
2026-01-01 14:50:00,T8,529,65.4,17.98,2.82,27.06,24.68
2026-01-01 14:55:00,T5,1191,41.85,29.6,1.96,82.37,43.39
2026-01-01 15:00:00,T6,1458,36.11,29.29,3.36,52.15,59.34
2026-01-01 15:05:00,T3,511,72.65,15.0,2.62,49.52,37.64
2026-01-01 15:10:00,T9,102,92.0,15.28,0.32,83.12,34.0
2026-01-01 15:15:00,T9,293,84.12,15.29,3.19,91.79,45.73
2026-01-01 15:20:00,T1,686,73.23,25.34,3.46,80.25,48.71
2026-01-01 15:25:00,T9,593,76.63,24.59,3.41,58.72,50.24
2026-01-01 15:30:00,T6,61,89.71,18.31,1.5,50.08,61.75
2026-01-01 15:35:00,T8,454,68.57,15.28,2.67,34.44,24.3
2026-01-01 15:40:00,T1,172,88.4,10.83,2.57,56.29,34.09
2026-01-01 15:45:00,T10,208,90.64,18.85,1.75,28.13,55.7
2026-01-01 15:50:00,T2,167,85.21,12.86,1.33,54.75,63.92
2026-01-01 15:55:00,T2,1363,40.82,30.49,2.89,65.19,42.24
2026-01-01 16:00:00,T10,215,81.22,17.58,1.13,42.7,59.78
2026-01-01 16:05:00,T6,333,83.67,17.35,0.68,74.36,60.7
2026-01-01 16:10:00,T10,1051,45.94,29.55,1.01,94.61,36.99
2026-01-01 16:15:00,T8,814,63.11,23.33,2.07,36.78,57.61
2026-01-01 16:20:00,T4,241,83.45,13.93,1.51,89.48,29.03
2026-01-01 16:25:00,T10,720,57.83,24.27,1.47,31.8,41.13
2026-01-01 16:30:00,T10,957,53.07,20.95,2.19,51.82,27.19
2026-01-01 16:35:00,T7,178,97.08,14.48,0.86,30.16,43.62
2026-01-01 16:40:00,T8,1346,25.25,34.24,3.52,40.16,45.36
2026-01-01 16:45:00,T4,1219,47.97,27.35,3.0,88.72,64.17
2026-01-01 16:50:00,T1,152,87.79,13.45,1.1,41.28,42.1
2026-01-01 16:55:00,T10,770,71.33,23.94,2.66,22.13,41.76
2026-01-01 17:00:00,T8,620,63.83,24.46,1.25,32.61,42.79
2026-01-01 17:05:00,T7,686,64.74,23.92,3.52,53.58,43.41
2026-01-01 17:10:00,T7,589,67.49,20.95,2.53,43.07,23.93
2026-01-01 17:15:00,T2,1289,43.63,31.0,3.95,76.1,37.77
2026-01-01 17:20:00,T9,188,88.23,16.46,2.45,39.7,50.59
2026-01-01 17:25:00,T2,336,82.76,14.7,0.47,42.96,56.74
2026-01-01 17:30:00,T10,989,51.28,28.47,0.93,42.24,53.01
2026-01-01 17:35:00,T10,1025,53.04,28.56,2.03,32.26,49.53
2026-01-01 17:40:00,T3,968,56.77,21.1,2.24,65.75,59.12
2026-01-01 17:45:00,T6,1280,35.38,25.65,2.95,53.15,45.41
2026-01-01 17:50:00,T4,319,85.74,20.75,0.6,48.09,47.11
2026-01-01 17:55:00,T3,362,85.88,17.86,0.48,35.73,46.96
2026-01-01 18:00:00,T3,966,57.73,27.66,1.52,21.25,52.93
2026-01-01 18:05:00,T10,869,51.13,25.22,1.84,92.67,47.05
2026-01-01 18:10:00,T5,793,63.31,22.34,2.91,76.44,26.66
2026-01-01 18:15:00,T9,758,67.52,19.04,1.27,27.23,55.76
2026-01-01 18:20:00,T1,370,80.8,17.48,0.49,76.44,47.9
2026-01-01 18:25:00,T5,1074,53.59,26.51,3.7,77.79,43.74
2026-01-01 18:30:00,T8,636,61.71,17.56,2.38,65.65,25.3
2026-01-01 18:35:00,T3,1245,27.91,29.8,3.59,29.84,24.1
2026-01-01 18:40:00,T4,398,75.55,22.26,0.64,23.31,24.81
2026-01-01 18:45:00,T2,1484,33.96,29.97,2.5,94.66,64.3
2026-01-01 18:50:00,T5,694,70.6,21.6,2.41,65.73,63.37
2026-01-01 18:55:00,T1,922,56.44,22.85,2.16,87.36,52.7
2026-01-01 19:00:00,T9,1016,42.0,25.57,0.89,63.84,53.64
2026-01-01 19:05:00,T8,472,70.89,18.6,1.74,60.4,22.09
2026-01-01 19:10:00,T7,992,47.12,26.16,1.34,69.03,39.95
2026-01-01 19:15:00,T9,1373,32.84,26.09,2.05,48.6,34.1
2026-01-01 19:20:00,T7,1221,39.34,26.75,3.25,65.73,22.09
2026-01-01 19:25:00,T8,253,85.5,15.92,0.76,48.1,59.36
2026-01-01 19:30:00,T2,1033,40.63,30.5,1.93,59.9,31.14
2026-01-01 19:35:00,T4,183,96.36,18.42,0.77,66.7,23.0
2026-01-01 19:40:00,T4,1080,46.4,21.56,3.72,68.6,43.04
2026-01-01 19:45:00,T8,989,50.74,28.78,2.99,21.5,23.8
2026-01-01 19:50:00,T2,1031,49.76,29.89,1.44,46.38,22.98
2026-01-01 19:55:00,T5,214,96.83,15.04,1.28,39.37,51.11
2026-01-01 20:00:00,T4,547,64.17,22.71,3.39,32.94,36.09
2026-01-01 20:05:00,T1,816,49.66,22.28,1.28,58.91,60.79
2026-01-01 20:10:00,T3,964,56.07,25.22,2.09,70.04,55.99
2026-01-01 20:15:00,T2,515,79.33,15.94,1.1,76.37,36.67
2026-01-01 20:20:00,T5,478,75.36,16.2,0.69,86.9,38.41
2026-01-01 20:25:00,T8,351,83.61,21.26,1.52,83.82,39.4
2026-01-01 20:30:00,T3,1104,39.59,29.08,2.59,56.87,23.22
2026-01-01 20:35:00,T7,693,67.18,26.12,2.54,52.09,30.15
2026-01-01 20:40:00,T1,957,60.64,21.17,3.19,84.05,25.69
2026-01-01 20:45:00,T3,881,56.89,23.42,2.01,93.48,50.1
2026-01-01 20:50:00,T9,625,70.7,19.54,1.91,52.99,33.16
2026-01-01 20:55:00,T7,1129,52.96,28.52,2.59,53.11,33.19
2026-01-01 21:00:00,T7,462,73.04,16.57,0.85,89.41,64.02
2026-01-01 21:05:00,T8,1310,43.74,27.59,2.71,25.11,55.99
2026-01-01 21:10:00,T10,938,55.99,26.72,1.59,84.59,24.16
2026-01-01 21:15:00,T8,1025,57.07,23.35,2.78,42.28,34.23
2026-01-01 21:20:00,T9,1098,53.11,29.65,3.18,62.74,48.91
2026-01-01 21:25:00,T2,1357,37.06,32.35,3.12,66.01,51.01
2026-01-01 21:30:00,T4,191,88.28,11.96,0.31,58.73,21.99
2026-01-01 21:35:00,T7,1049,56.97,27.63,1.38,62.32,35.44
2026-01-01 21:40:00,T4,218,94.15,15.95,2.19,38.0,40.27
2026-01-01 21:45:00,T8,1280,29.85,33.97,1.62,52.38,37.04
2026-01-01 21:50:00,T5,1000,46.37,26.75,3.77,60.2,41.74
2026-01-01 21:55:00,T2,188,81.68,10.38,2.36,49.8,24.68
2026-01-01 22:00:00,T6,599,67.31,24.46,3.09,20.53,49.89
2026-01-01 22:05:00,T4,1467,33.45,34.4,3.36,49.73,33.19
2026-01-01 22:10:00,T9,312,85.69,19.49,1.26,55.67,50.28
2026-01-01 22:15:00,T5,1017,51.09,29.77,1.57,54.83,27.78
2026-01-01 22:20:00,T3,1195,46.46,24.43,3.89,77.86,63.75
2026-01-01 22:25:00,T7,841,60.12,26.68,2.71,77.04,48.7
2026-01-01 22:30:00,T3,389,80.97,16.47,1.47,31.19,21.19
2026-01-01 22:35:00,T7,916,52.21,23.87,1.78,89.48,38.82
2026-01-01 22:40:00,T9,771,64.65,22.24,1.26,22.81,53.43
2026-01-01 22:45:00,T5,1015,43.89,29.02,3.32,50.96,21.4
2026-01-01 22:50:00,T3,271,77.83,16.42,2.07,22.13,48.82
2026-01-01 22:55:00,T6,1405,29.99,29.23,1.6,58.58,51.86
2026-01-01 23:00:00,T3,841,57.63,24.52,2.76,43.38,62.51
2026-01-01 23:05:00,T8,155,100.8,15.32,1.63,42.51,46.62
2026-01-01 23:10:00,T6,261,83.72,19.25,1.65,49.29,32.68
2026-01-01 23:15:00,T5,1218,48.8,27.25,3.0,31.03,22.78
2026-01-01 23:20:00,T4,731,67.38,27.05,3.04,41.33,32.13
2026-01-01 23:25:00,T9,116,89.74,16.95,2.21,52.1,57.11
2026-01-01 23:30:00,T5,419,74.1,18.62,1.33,64.52,41.04
2026-01-01 23:35:00,T8,1353,32.42,25.22,2.43,34.89,36.77
2026-01-01 23:40:00,T2,1486,31.6,34.87,3.69,60.96,56.33
2026-01-01 23:45:00,T7,959,50.8,20.87,2.19,42.28,22.06
2026-01-01 23:50:00,T10,998,55.54,29.42,2.6,54.82,27.03
2026-01-01 23:55:00,T2,1390,35.96,33.72,3.65,24.28,46.26
2026-01-02 00:00:00,T8,533,69.54,19.04,3.36,20.59,51.27
2026-01-02 00:05:00,T7,712,58.13,17.93,1.38,29.33,46.78
2026-01-02 00:10:00,T7,324,86.95,20.48,2.55,54.0,39.17
2026-01-02 00:15:00,T10,693,63.56,26.09,2.73,84.05,39.53
2026-01-02 00:20:00,T5,957,55.17,24.93,1.63,54.59,20.68
2026-01-02 00:25:00,T3,150,85.23,11.2,1.88,51.89,42.14
2026-01-02 00:30:00,T6,1483,21.74,34.09,2.15,63.96,51.21
2026-01-02 00:35:00,T7,1359,34.68,29.74,3.78,55.01,22.9
2026-01-02 00:40:00,T4,871,51.32,25.1,3.16,89.82,41.08
2026-01-02 00:45:00,T9,1361,31.38,31.47,2.34,22.72,25.18
2026-01-02 00:50:00,T8,954,51.67,29.09,2.81,30.19,37.22
2026-01-02 00:55:00,T4,802,63.27,24.24,3.14,38.29,42.99
2026-01-02 01:00:00,T3,159,93.79,19.33,0.41,88.73,32.98
2026-01-02 01:05:00,T9,710,70.87,23.7,1.67,60.04,56.19
2026-01-02 01:10:00,T9,1389,25.3,25.38,3.37,56.35,64.43
2026-01-02 01:15:00,T3,1419,21.6,27.48,4.0,57.09,41.89
2026-01-02 01:20:00,T10,131,85.98,18.08,1.17,84.17,62.31
2026-01-02 01:25:00,T8,642,68.76,24.95,1.63,32.48,53.09
2026-01-02 01:30:00,T1,1444,26.87,31.25,3.05,90.49,29.45
2026-01-02 01:35:00,T6,240,96.17,14.16,2.46,75.43,60.19
2026-01-02 01:40:00,T9,52,107.31,16.88,1.64,40.83,49.19
2026-01-02 01:45:00,T3,246,82.02,20.78,1.43,32.96,63.5
2026-01-02 01:50:00,T1,952,58.3,20.9,2.32,63.58,54.74
2026-01-02 01:55:00,T9,1436,33.33,28.5,1.57,44.08,34.71
2026-01-02 02:00:00,T5,1469,35.75,32.37,1.41,67.4,43.28
2026-01-02 02:05:00,T8,1373,33.13,27.62,3.51,46.23,64.02
2026-01-02 02:10:00,T6,316,90.59,16.88,2.11,76.45,40.98
2026-01-02 02:15:00,T1,318,81.16,19.49,2.75,25.68,37.82
2026-01-02 02:20:00,T2,356,86.69,16.41,2.16,91.31,62.42
2026-01-02 02:25:00,T4,58,88.57,15.44,0.98,55.13,39.15
2026-01-02 02:30:00,T3,1083,47.35,28.79,1.29,71.11,37.73
2026-01-02 02:35:00,T4,1066,50.97,27.4,3.7,32.05,50.92
2026-01-02 02:40:00,T6,477,76.27,20.58,1.2,56.28,43.24
2026-01-02 02:45:00,T7,604,66.19,23.84,1.2,38.43,23.08
2026-01-02 02:50:00,T4,888,52.36,24.83,2.08,83.43,31.69
2026-01-02 02:55:00,T4,409,78.55,14.14,2.06,32.19,47.54
2026-01-02 03:00:00,T8,1078,50.26,27.03,2.49,44.75,41.07
2026-01-02 03:05:00,T5,534,80.19,24.09,1.26,91.03,42.78
2026-01-02 03:10:00,T4,149,99.83,14.56,2.35,58.54,55.03
2026-01-02 03:15:00,T3,1096,52.11,22.72,1.68,83.12,28.29
2026-01-02 03:20:00,T9,77,97.67,16.93,2.5,87.26,63.86
2026-01-02 03:25:00,T5,78,86.74,13.85,0.1,59.08,38.03
2026-01-02 03:30:00,T6,149,83.26,18.4,0.53,26.95,27.64
2026-01-02 03:35:00,T4,1024,40.35,25.74,1.7,89.64,55.73
2026-01-02 03:40:00,T2,1100,48.34,29.97,3.44,43.81,36.54
2026-01-02 03:45:00,T4,470,84.34,19.03,3.03,92.54,20.32
2026-01-02 03:50:00,T5,500,65.75,16.16,1.48,22.85,51.39
2026-01-02 03:55:00,T9,862,50.98,25.19,2.25,32.73,28.69
2026-01-02 04:00:00,T9,297,83.8,15.25,0.89,69.51,39.61
2026-01-02 04:05:00,T1,1239,38.34,26.09,3.17,75.09,33.7
2026-01-02 04:10:00,T10,413,85.45,18.04,2.56,71.4,42.78
2026-01-02 04:15:00,T3,536,73.55,16.89,2.56,50.32,49.02
2026-01-02 04:20:00,T9,1042,46.64,30.85,1.05,92.17,37.31
2026-01-02 04:25:00,T7,382,81.6,20.41,3.31,53.24,53.79
2026-01-02 04:30:00,T7,822,51.73,28.08,2.38,37.74,45.06
2026-01-02 04:35:00,T5,229,84.65,19.74,0.51,34.98,53.72
2026-01-02 04:40:00,T6,924,59.89,27.45,3.38,44.6,54.69
2026-01-02 04:45:00,T1,1290,28.27,29.23,3.13,54.83,28.37
2026-01-02 04:50:00,T9,160,95.2,17.34,2.96,39.16,27.51
2026-01-02 04:55:00,T9,269,79.18,19.5,0.57,78.64,56.3
2026-01-02 05:00:00,T5,1244,47.61,23.65,3.38,47.69,39.25
2026-01-02 05:05:00,T7,762,53.42,23.26,1.25,36.34,57.71
2026-01-02 05:10:00,T2,253,82.06,20.78,2.22,38.53,23.3
2026-01-02 05:15:00,T8,499,81.32,21.83,1.92,35.38,53.53
2026-01-02 05:20:00,T9,697,66.55,22.77,1.95,24.02,55.55
2026-01-02 05:25:00,T8,412,75.29,21.1,1.11,70.06,38.17
2026-01-02 05:30:00,T7,188,96.46,19.69,0.59,70.7,40.65
2026-01-02 05:35:00,T7,400,85.75,15.5,1.07,45.91,55.03
2026-01-02 05:40:00,T1,449,86.94,14.48,1.31,61.74,21.99
2026-01-02 05:45:00,T6,1369,37.08,33.07,2.07,46.0,35.14
2026-01-02 05:50:00,T5,181,85.49,12.54,2.95,39.59,27.42
2026-01-02 05:55:00,T5,545,71.46,16.49,3.11,68.35,22.36
2026-01-02 06:00:00,T2,204,82.97,12.29,1.56,58.54,31.8
2026-01-02 06:05:00,T9,1278,28.71,32.33,3.1,54.07,32.33
