timestamp,tower_id,video_users,voice_users,iot_devices,gaming_users,emergency_users
2026-01-02 04:00:00,T2,484,111,65,67,20
2026-01-02 04:05:00,T6,165,29,178,174,6
2026-01-02 04:10:00,T9,25,84,135,177,19
2026-01-02 04:15:00,T5,439,234,1054,161,18
2026-01-02 04:20:00,T2,646,83,980,152,0
2026-01-02 04:25:00,T9,488,206,461,33,1
2026-01-02 04:30:00,T3,464,140,784,133,1
2026-01-02 04:35:00,T9,364,49,171,175,3
2026-01-02 04:40:00,T3,237,284,1067,128,9
2026-01-02 04:45:00,T7,688,246,112,95,2
2026-01-02 04:50:00,T9,97,42,649,47,18
2026-01-02 04:55:00,T5,150,197,1181,245,15
2026-01-02 05:00:00,T6,627,170,524,23,17
2026-01-02 05:05:00,T4,369,74,972,126,19
2026-01-02 05:10:00,T6,539,183,376,37,6
2026-01-02 05:15:00,T5,159,283,985,113,2
2026-01-02 05:20:00,T9,225,123,1160,71,7
2026-01-02 05:25:00,T10,91,70,1036,247,19
2026-01-02 05:30:00,T8,176,85,53,243,14
2026-01-02 05:35:00,T4,610,132,831,23,4
2026-01-02 05:40:00,T1,308,185,186,20,16
2026-01-02 05:45:00,T1,473,194,1003,142,16
2026-01-02 05:50:00,T7,192,136,648,37,14
2026-01-02 05:55:00,T9,679,69,982,51,8
2026-01-02 06:00:00,T9,540,296,559,102,2
2026-01-02 06:05:00,T6,350,192,824,87,16
2026-01-02 06:10:00,T4,652,60,655,200,10
2026-01-02 06:15:00,T1,652,122,809,139,19
2026-01-02 06:20:00,T10,506,10,471,133,15
2026-01-02 06:25:00,T4,584,178,1157,78,14
2026-01-02 06:30:00,T9,168,212,458,79,20
2026-01-02 06:35:00,T10,538,119,1093,157,20
2026-01-02 06:40:00,T6,335,10,1013,83,19
2026-01-02 06:45:00,T10,545,84,817,35,19
2026-01-02 06:50:00,T8,185,88,542,160,3
2026-01-02 06:55:00,T6,514,142,590,223,16
2026-01-02 07:00:00,T10,289,268,704,215,19
2026-01-02 07:05:00,T8,668,139,1143,101,1
2026-01-02 07:10:00,T4,89,268,527,38,1
2026-01-02 07:15:00,T1,274,72,205,21,0
2026-01-02 07:20:00,T1,628,206,1128,7,17
2026-01-02 07:25:00,T6,99,217,946,205,14
2026-01-02 07:30:00,T7,151,265,283,123,14
2026-01-02 07:35:00,T6,122,233,732,44,9
2026-01-02 07:40:00,T8,72,232,431,144,11
2026-01-02 07:45:00,T10,473,25,473,101,10
2026-01-02 07:50:00,T7,499,50,587,74,6
2026-01-02 07:55:00,T3,352,187,737,79,17
2026-01-02 08:00:00,T6,466,44,957,104,0
2026-01-02 08:05:00,T9,584,213,673,90,13
2026-01-02 08:10:00,T1,146,111,1094,169,17
2026-01-02 08:15:00,T8,491,265,513,29,16
2026-01-02 08:20:00,T4,403,185,59,160,4
2026-01-02 08:25:00,T5,230,128,531,8,9
2026-01-02 08:30:00,T4,146,49,698,203,13
2026-01-02 08:35:00,T10,601,55,833,210,17
2026-01-02 08:40:00,T2,362,260,117,71,1
2026-01-02 08:45:00,T6,338,67,991,7,8
2026-01-02 08:50:00,T2,54,288,151,209,17
2026-01-02 08:55:00,T3,463,61,178,176,9
2026-01-02 09:00:00,T7,85,258,683,57,2
2026-01-02 09:05:00,T10,325,251,59,160,13
2026-01-02 09:10:00,T4,371,89,94,20,0
2026-01-02 09:15:00,T9,673,210,1118,30,16
2026-01-02 09:20:00,T5,405,64,1149,140,6
2026-01-02 09:25:00,T4,188,36,293,17,15
2026-01-02 09:30:00,T3,596,162,533,72,16
2026-01-02 09:35:00,T9,159,235,879,61,12
2026-01-02 09:40:00,T6,225,166,106,121,16
2026-01-02 09:45:00,T4,249,262,300,73,13
2026-01-02 09:50:00,T6,56,231,175,113,13
2026-01-02 09:55:00,T10,347,46,1183,202,14
2026-01-02 10:00:00,T3,424,137,91,14,20
2026-01-02 10:05:00,T10,105,234,1198,107,11
2026-01-02 10:10:00,T8,425,117,798,152,14
2026-01-02 10:15:00,T10,407,92,444,165,20
2026-01-02 10:20:00,T8,443,192,139,66,13
2026-01-02 10:25:00,T6,663,156,1044,106,16
2026-01-02 10:30:00,T2,85,289,615,39,15
2026-01-02 10:35:00,T6,141,48,248,47,0
2026-01-02 10:40:00,T7,73,202,605,161,15
2026-01-02 10:45:00,T8,133,82,602,120,3
2026-01-02 10:50:00,T7,527,282,602,86,13
2026-01-02 10:55:00,T9,558,69,232,160,4
2026-01-02 11:00:00,T3,331,142,97,48,18
2026-01-02 11:05:00,T4,24,266,474,29,10
2026-01-02 11:10:00,T7,463,161,402,195,1
2026-01-02 11:15:00,T8,204,156,94,72,8
2026-01-02 11:20:00,T8,659,103,399,117,5
2026-01-02 11:25:00,T1,371,84,964,109,11
2026-01-02 11:30:00,T4,130,179,460,91,2
2026-01-02 11:35:00,T6,621,299,793,216,10
2026-01-02 11:40:00,T7,582,246,545,60,1
2026-01-02 11:45:00,T2,679,244,80,240,3
2026-01-02 11:50:00,T7,146,278,244,184,19
2026-01-02 11:55:00,T10,497,239,1183,199,12
2026-01-02 12:00:00,T4,268,276,721,84,12
2026-01-02 12:05:00,T6,100,190,965,101,19
2026-01-02 12:10:00,T4,173,182,990,125,19
2026-01-02 12:15:00,T5,661,215,58,108,9
2026-01-02 12:20:00,T6,105,76,300,154,12
2026-01-02 12:25:00,T6,554,196,537,66,15
2026-01-02 12:30:00,T3,674,210,391,147,14
2026-01-02 12:35:00,T1,317,300,234,249,17
2026-01-02 12:40:00,T3,435,96,627,245,12
2026-01-02 12:45:00,T8,409,197,747,49,7
2026-01-02 12:50:00,T9,220,191,855,14,1
2026-01-02 12:55:00,T9,181,159,472,52,5
2026-01-02 13:00:00,T5,594,26,1099,51,8
2026-01-02 13:05:00,T1,589,75,621,221,2
2026-01-02 13:10:00,T1,301,141,327,201,1
2026-01-02 13:15:00,T4,356,120,1139,8,14
2026-01-02 13:20:00,T10,254,299,611,68,0
2026-01-02 13:25:00,T1,428,141,1055,132,12
2026-01-02 13:30:00,T2,505,187,815,197,4
2026-01-02 13:35:00,T8,354,230,681,247,4
2026-01-02 13:40:00,T7,125,66,1100,74,12
2026-01-02 13:45:00,T9,316,22,932,16,2
2026-01-02 13:50:00,T4,539,125,814,64,4
2026-01-02 13:55:00,T1,489,37,558,208,16
2026-01-02 14:00:00,T4,62,71,485,177,11
2026-01-02 14:05:00,T10,173,204,589,206,12
2026-01-02 14:10:00,T4,606,27,114,25,14
2026-01-02 14:15:00,T3,380,135,863,64,1
2026-01-02 14:20:00,T1,257,51,701,104,6
2026-01-02 14:25:00,T2,370,68,919,66,19
2026-01-02 14:30:00,T6,272,54,845,70,18
2026-01-02 14:35:00,T4,562,294,135,17,1
2026-01-02 14:40:00,T4,677,70,604,56,18
2026-01-02 14:45:00,T4,317,202,242,234,3
2026-01-02 14:50:00,T4,558,207,924,216,9
2026-01-02 14:55:00,T5,373,21,676,128,7
2026-01-02 15:00:00,T6,333,101,664,185,12
2026-01-02 15:05:00,T2,379,130,1170,149,6
2026-01-02 15:10:00,T9,649,249,689,44,8
2026-01-02 15:15:00,T9,656,60,606,117,13
2026-01-02 15:20:00,T9,339,79,678,59,14
2026-01-02 15:25:00,T3,145,60,872,143,20
2026-01-02 15:30:00,T3,277,27,256,109,18
2026-01-02 15:35:00,T9,625,83,1128,116,10
2026-01-02 15:40:00,T4,194,97,567,33,15
2026-01-02 15:45:00,T5,626,17,1101,209,14
2026-01-02 15:50:00,T1,23,132,546,177,6
2026-01-02 15:55:00,T2,493,24,626,87,20
2026-01-02 16:00:00,T4,457,78,156,31,20
2026-01-02 16:05:00,T2,378,120,276,171,2
2026-01-02 16:10:00,T1,481,188,215,110,2
2026-01-02 16:15:00,T8,44,112,386,183,10
2026-01-02 16:20:00,T2,172,126,224,148,5
2026-01-02 16:25:00,T8,307,281,537,118,12
2026-01-02 16:30:00,T4,247,237,860,174,17
2026-01-02 16:35:00,T3,381,50,441,119,5
2026-01-02 16:40:00,T7,292,90,981,138,16
2026-01-02 16:45:00,T2,101,267,1184,156,2
2026-01-02 16:50:00,T6,603,240,597,194,8
2026-01-02 16:55:00,T10,482,294,262,127,9
2026-01-02 17:00:00,T4,202,223,642,51,5
2026-01-02 17:05:00,T2,445,101,507,148,14
2026-01-02 17:10:00,T9,480,175,595,118,3
2026-01-02 17:15:00,T9,165,115,397,84,18
2026-01-02 17:20:00,T1,228,83,170,8,17
2026-01-02 17:25:00,T9,164,218,529,200,18
2026-01-02 17:30:00,T10,671,228,1016,46,5
2026-01-02 17:35:00,T1,190,151,353,100,7
2026-01-02 17:40:00,T8,542,145,937,206,6
2026-01-02 17:45:00,T1,563,171,253,152,9
2026-01-02 17:50:00,T8,463,251,880,19,6
2026-01-02 17:55:00,T7,425,250,640,155,0
2026-01-02 18:00:00,T5,26,171,603,58,16
2026-01-02 18:05:00,T5,102,207,509,195,2
2026-01-02 18:10:00,T8,194,117,180,199,16
2026-01-02 18:15:00,T2,650,73,762,186,19
2026-01-02 18:20:00,T5,468,77,647,203,15
2026-01-02 18:25:00,T8,455,113,203,77,13
2026-01-02 18:30:00,T2,631,236,351,44,4
2026-01-02 18:35:00,T5,383,212,1188,71,13
2026-01-02 18:40:00,T6,699,217,569,216,12
2026-01-02 18:45:00,T10,108,241,376,103,20
2026-01-02 18:50:00,T7,494,204,533,116,11
2026-01-02 18:55:00,T9,588,57,206,34,14
2026-01-02 19:00:00,T8,214,173,913,100,16
2026-01-02 19:05:00,T7,269,59,232,106,14
2026-01-02 19:10:00,T6,675,286,329,76,10
2026-01-02 19:15:00,T3,679,241,1113,174,3
2026-01-02 19:20:00,T8,27,61,609,115,13
2026-01-02 19:25:00,T8,287,238,273,161,6
2026-01-02 19:30:00,T2,635,104,675,7,7
2026-01-02 19:35:00,T5,524,206,254,7,6
2026-01-02 19:40:00,T4,667,186,286,171,12
2026-01-02 19:45:00,T3,509,300,66,226,18
2026-01-02 19:50:00,T6,267,48,540,42,9
2026-01-02 19:55:00,T4,263,230,1067,37,12
2026-01-02 20:00:00,T10,240,177,263,47,13
2026-01-02 20:05:00,T6,661,48,577,5,13
2026-01-02 20:10:00,T3,510,181,738,131,4
2026-01-02 20:15:00,T9,606,193,614,70,15
